id,pais,ciudad,region_geografica,servicio,metrica,spearman_rho,p_valor,significativo
38,Colombia,Neiva,Andina (valle del Magdalena),farmacia,closeness_c,-0.5451,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),farmacia,degree_c,-0.1832,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),hospital,betweenness_c,-0.1337,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),hospital,closeness_c,-0.6903,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),hospital,degree_c,-0.1889,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),mercado,betweenness_c,-0.139,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),mercado,closeness_c,-0.5098,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),mercado,degree_c,-0.1892,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),parque,betweenness_c,-0.1405,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),parque,closeness_c,-0.2873,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),parque,degree_c,-0.278,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),policia,betweenness_c,-0.1466,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),policia,closeness_c,-0.1855,0.0,True
38,Colombia,Neiva,Andina (valle del Magdalena),policia,degree_c,-0.2098,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),bomberos,betweenness_c,-0.1479,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),bomberos,closeness_c,-0.4734,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),bomberos,degree_c,-0.265,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),clinica,betweenness_c,-0.1418,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),clinica,closeness_c,-0.4503,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),clinica,degree_c,-0.2262,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),escuela,betweenness_c,-0.1596,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),escuela,closeness_c,-0.3186,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),escuela,degree_c,-0.2205,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),farmacia,betweenness_c,-0.1419,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),farmacia,closeness_c,-0.2824,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),farmacia,degree_c,-0.2349,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),hospital,betweenness_c,-0.1314,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),hospital,closeness_c,-0.3868,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),hospital,degree_c,-0.2308,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),mercado,betweenness_c,-0.1441,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),mercado,closeness_c,-0.3832,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),mercado,degree_c,-0.2237,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),parque,betweenness_c,-0.0004,0.974404,False
39,Colombia,Palmira,Andina (valle del Cauca),parque,closeness_c,0.064,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),parque,degree_c,-0.1722,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),policia,betweenness_c,-0.1184,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),policia,closeness_c,-0.2015,0.0,True
39,Colombia,Palmira,Andina (valle del Cauca),policia,degree_c,-0.2134,0.0,True
40,Colombia,Popayán,Andina (suroccidente),bomberos,betweenness_c,-0.1304,0.0,True
40,Colombia,Popayán,Andina (suroccidente),bomberos,closeness_c,-0.6865,0.0,True
40,Colombia,Popayán,Andina (suroccidente),bomberos,degree_c,-0.192,0.0,True
40,Colombia,Popayán,Andina (suroccidente),clinica,betweenness_c,-0.1845,0.0,True
40,Colombia,Popayán,Andina (suroccidente),clinica,closeness_c,-0.6607,0.0,True
40,Colombia,Popayán,Andina (suroccidente),clinica,degree_c,-0.2575,0.0,True
40,Colombia,Popayán,Andina (suroccidente),escuela,betweenness_c,-0.2531,0.0,True
40,Colombia,Popayán,Andina (suroccidente),escuela,closeness_c,-0.5518,0.0,True
40,Colombia,Popayán,Andina (suroccidente),escuela,degree_c,-0.3485,0.0,True
40,Colombia,Popayán,Andina (suroccidente),farmacia,betweenness_c,-0.2237,0.0,True
40,Colombia,Popayán,Andina (suroccidente),farmacia,closeness_c,-0.6866,0.0,True
40,Colombia,Popayán,Andina (suroccidente),farmacia,degree_c,-0.3138,0.0,True
40,Colombia,Popayán,Andina (suroccidente),hospital,betweenness_c,-0.1751,0.0,True
40,Colombia,Popayán,Andina (suroccidente),hospital,closeness_c,-0.6406,0.0,True
40,Colombia,Popayán,Andina (suroccidente),hospital,degree_c,-0.2698,0.0,True
40,Colombia,Popayán,Andina (suroccidente),mercado,betweenness_c,-0.2289,0.0,True
40,Colombia,Popayán,Andina (suroccidente),mercado,closeness_c,-0.5867,0.0,True
40,Colombia,Popayán,Andina (suroccidente),mercado,degree_c,-0.2958,0.0,True
40,Colombia,Popayán,Andina (suroccidente),parque,betweenness_c,-0.2072,0.0,True
40,Colombia,Popayán,Andina (suroccidente),parque,closeness_c,-0.5354,0.0,True
40,Colombia,Popayán,Andina (suroccidente),parque,degree_c,-0.3108,0.0,True
40,Colombia,Popayán,Andina (suroccidente),policia,betweenness_c,-0.2135,0.0,True
40,Colombia,Popayán,Andina (suroccidente),policia,closeness_c,-0.6295,0.0,True
40,Colombia,Popayán,Andina (suroccidente),policia,degree_c,-0.3421,0.0,True
41,Colombia,Buenaventura,Pacífico,bomberos,betweenness_c,-0.0197,0.177011,False
41,Colombia,Buenaventura,Pacífico,bomberos,closeness_c,0.0415,0.004504,True
41,Colombia,Buenaventura,Pacífico,bomberos,degree_c,-0.0526,0.000319,True
41,Colombia,Buenaventura,Pacífico,clinica,betweenness_c,-0.1376,0.0,True
41,Colombia,Buenaventura,Pacífico,clinica,closeness_c,-0.8863,0.0,True
41,Colombia,Buenaventura,Pacífico,clinica,degree_c,-0.0758,0.0,True
41,Colombia,Buenaventura,Pacífico,escuela,betweenness_c,-0.077,0.0,True
41,Colombia,Buenaventura,Pacífico,escuela,closeness_c,-0.0057,0.696108,False
41,Colombia,Buenaventura,Pacífico,escuela,degree_c,-0.1263,0.0,True
41,Colombia,Buenaventura,Pacífico,farmacia,betweenness_c,-0.0374,0.01048,True
41,Colombia,Buenaventura,Pacífico,farmacia,closeness_c,-0.133,0.0,True
41,Colombia,Buenaventura,Pacífico,farmacia,degree_c,-0.071,1e-06,True
41,Colombia,Buenaventura,Pacífico,hospital,betweenness_c,-0.0404,0.005675,True
41,Colombia,Buenaventura,Pacífico,hospital,closeness_c,-0.078,0.0,True
41,Colombia,Buenaventura,Pacífico,hospital,degree_c,-0.0691,2e-06,True
41,Colombia,Buenaventura,Pacífico,mercado,betweenness_c,-0.0956,0.0,True
41,Colombia,Buenaventura,Pacífico,mercado,closeness_c,-0.2227,0.0,True
41,Colombia,Buenaventura,Pacífico,mercado,degree_c,-0.1346,0.0,True
41,Colombia,Buenaventura,Pacífico,parque,betweenness_c,-0.0957,0.0,True
41,Colombia,Buenaventura,Pacífico,parque,closeness_c,-0.0429,0.003288,True
41,Colombia,Buenaventura,Pacífico,parque,degree_c,-0.1145,0.0,True
41,Colombia,Buenaventura,Pacífico,policia,betweenness_c,-0.019,0.193462,False
41,Colombia,Buenaventura,Pacífico,policia,closeness_c,0.0394,0.006928,True
41,Colombia,Buenaventura,Pacífico,policia,degree_c,-0.0477,0.001098,True
42,Colombia,Sincelejo,Caribe (interior),clinica,betweenness_c,-0.1952,0.0,True
42,Colombia,Sincelejo,Caribe (interior),clinica,closeness_c,-0.7602,0.0,True
42,Colombia,Sincelejo,Caribe (interior),clinica,degree_c,-0.222,0.0,True
42,Colombia,Sincelejo,Caribe (interior),escuela,betweenness_c,-0.2063,0.0,True
42,Colombia,Sincelejo,Caribe (interior),escuela,closeness_c,-0.3778,0.0,True
42,Colombia,Sincelejo,Caribe (interior),escuela,degree_c,-0.2297,0.0,True
42,Colombia,Sincelejo,Caribe (interior),farmacia,betweenness_c,-0.2162,0.0,True
42,Colombia,Sincelejo,Caribe (interior),farmacia,closeness_c,-0.85,0.0,True
42,Colombia,Sincelejo,Caribe (interior),farmacia,degree_c,-0.1916,0.0,True
42,Colombia,Sincelejo,Caribe (interior),hospital,betweenness_c,-0.1542,0.0,True
42,Colombia,Sincelejo,Caribe (interior),hospital,closeness_c,-0.5109,0.0,True
42,Colombia,Sincelejo,Caribe (interior),hospital,degree_c,-0.1121,0.0,True
42,Colombia,Sincelejo,Caribe (interior),mercado,betweenness_c,-0.154,0.0,True
42,Colombia,Sincelejo,Caribe (interior),mercado,closeness_c,-0.6351,0.0,True
42,Colombia,Sincelejo,Caribe (interior),mercado,degree_c,-0.1631,0.0,True
42,Colombia,Sincelejo,Caribe (interior),parque,betweenness_c,-0.1626,0.0,True
42,Colombia,Sincelejo,Caribe (interior),parque,closeness_c,-0.4876,0.0,True
42,Colombia,Sincelejo,Caribe (interior),parque,degree_c,-0.2327,0.0,True
42,Colombia,Sincelejo,Caribe (interior),policia,betweenness_c,-0.188,0.0,True
42,Colombia,Sincelejo,Caribe (interior),policia,closeness_c,-0.689,0.0,True
42,Colombia,Sincelejo,Caribe (interior),policia,degree_c,-0.11,0.0,True
43,Colombia,Riohacha,Caribe,bomberos,betweenness_c,-0.1682,0.0,True
43,Colombia,Riohacha,Caribe,bomberos,closeness_c,-0.3862,0.0,True
43,Colombia,Riohacha,Caribe,bomberos,degree_c,-0.2655,0.0,True
43,Colombia,Riohacha,Caribe,clinica,betweenness_c,-0.1533,0.0,True
43,Colombia,Riohacha,Caribe,clinica,closeness_c,-0.4055,0.0,True
43,Colombia,Riohacha,Caribe,clinica,degree_c,-0.2415,0.0,True
43,Colombia,Riohacha,Caribe,escuela,betweenness_c,-0.2092,0.0,True
43,Colombia,Riohacha,Caribe,escuela,closeness_c,-0.3287,0.0,True
43,Colombia,Riohacha,Caribe,escuela,degree_c,-0.2558,0.0,True
43,Colombia,Riohacha,Caribe,farmacia,betweenness_c,-0.1622,0.0,True
43,Colombia,Riohacha,Caribe,farmacia,closeness_c,-0.4938,0.0,True
43,Colombia,Riohacha,Caribe,farmacia,degree_c,-0.2829,0.0,True
43,Colombia,Riohacha,Caribe,hospital,betweenness_c,-0.1357,0.0,True
43,Colombia,Riohacha,Caribe,hospital,closeness_c,-0.3503,0.0,True
43,Colombia,Riohacha,Caribe,hospital,degree_c,-0.2022,0.0,True
43,Colombia,Riohacha,Caribe,mercado,betweenness_c,-0.1835,0.0,True
43,Colombia,Riohacha,Caribe,mercado,closeness_c,-0.4717,0.0,True
43,Colombia,Riohacha,Caribe,mercado,degree_c,-0.2866,0.0,True
43,Colombia,Riohacha,Caribe,parque,betweenness_c,-0.1672,0.0,True
43,Colombia,Riohacha,Caribe,parque,closeness_c,-0.3411,0.0,True
43,Colombia,Riohacha,Caribe,parque,degree_c,-0.2857,0.0,True
43,Colombia,Riohacha,Caribe,policia,betweenness_c,-0.1795,0.0,True
43,Colombia,Riohacha,Caribe,policia,closeness_c,-0.5715,0.0,True
43,Colombia,Riohacha,Caribe,policia,degree_c,-0.2535,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),bomberos,betweenness_c,-0.1304,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),bomberos,closeness_c,-0.4426,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),bomberos,degree_c,-0.1194,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),clinica,betweenness_c,-0.1114,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),clinica,closeness_c,-0.6129,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),clinica,degree_c,-0.2127,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),escuela,betweenness_c,-0.2044,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),escuela,closeness_c,-0.304,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),escuela,degree_c,-0.3123,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),farmacia,betweenness_c,-0.1205,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),farmacia,closeness_c,-0.4748,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),farmacia,degree_c,-0.1906,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),hospital,betweenness_c,-0.1279,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),hospital,closeness_c,-0.5947,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),hospital,degree_c,-0.1792,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),mercado,betweenness_c,-0.1546,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),mercado,closeness_c,-0.5395,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),mercado,degree_c,-0.256,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),parque,betweenness_c,-0.1758,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),parque,closeness_c,-0.395,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),parque,degree_c,-0.301,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),policia,betweenness_c,-0.1503,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),policia,closeness_c,-0.5042,0.0,True
44,Colombia,Floridablanca,Andina (metro Bucaramanga),policia,degree_c,-0.208,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),bomberos,betweenness_c,-0.1074,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),bomberos,closeness_c,-0.338,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),bomberos,degree_c,-0.1422,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),clinica,betweenness_c,-0.0976,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),clinica,closeness_c,-0.3733,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),clinica,degree_c,-0.1479,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),escuela,betweenness_c,-0.1933,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),escuela,closeness_c,-0.1897,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),escuela,degree_c,-0.3242,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),farmacia,betweenness_c,-0.1521,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),farmacia,closeness_c,-0.2802,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),farmacia,degree_c,-0.3169,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),hospital,betweenness_c,-0.1551,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),hospital,closeness_c,-0.6566,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),hospital,degree_c,-0.2828,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),mercado,betweenness_c,-0.1507,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),mercado,closeness_c,-0.2306,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),mercado,degree_c,-0.2879,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),parque,betweenness_c,-0.1454,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),parque,closeness_c,-0.3361,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),parque,degree_c,-0.3018,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),policia,betweenness_c,-0.1459,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),policia,closeness_c,-0.2342,0.0,True
45,Colombia,Itagüí,Andina (Valle de Aburrá),policia,degree_c,-0.2413,0.0,True
46,Colombia,Tumaco,Pacífico,bomberos,betweenness_c,-0.0659,0.033482,True
46,Colombia,Tumaco,Pacífico,bomberos,closeness_c,0.1497,1e-06,True
46,Colombia,Tumaco,Pacífico,bomberos,degree_c,-0.0876,0.004685,True
46,Colombia,Tumaco,Pacífico,escuela,betweenness_c,-0.1637,0.0,True
46,Colombia,Tumaco,Pacífico,escuela,closeness_c,0.2969,0.0,True
46,Colombia,Tumaco,Pacífico,escuela,degree_c,-0.2563,0.0,True
46,Colombia,Tumaco,Pacífico,hospital,betweenness_c,-0.0775,0.012426,True
46,Colombia,Tumaco,Pacífico,hospital,closeness_c,0.1359,1.1e-05,True
46,Colombia,Tumaco,Pacífico,hospital,degree_c,-0.09,0.003665,True
46,Colombia,Tumaco,Pacífico,mercado,betweenness_c,-0.1222,7.7e-05,True
46,Colombia,Tumaco,Pacífico,mercado,closeness_c,-0.0747,0.015956,True
46,Colombia,Tumaco,Pacífico,mercado,degree_c,-0.1444,3e-06,True
46,Colombia,Tumaco,Pacífico,parque,betweenness_c,-0.1462,2e-06,True
46,Colombia,Tumaco,Pacífico,parque,closeness_c,0.0738,0.01729,True
46,Colombia,Tumaco,Pacífico,parque,degree_c,-0.1792,0.0,True
46,Colombia,Tumaco,Pacífico,policia,betweenness_c,-0.0986,0.001459,True
46,Colombia,Tumaco,Pacífico,policia,closeness_c,-0.0072,0.816917,False
46,Colombia,Tumaco,Pacífico,policia,degree_c,-0.1143,0.000221,True
47,Colombia,Envigado,Andina (Valle de Aburrá),bomberos,betweenness_c,-0.1025,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),bomberos,closeness_c,-0.405,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),bomberos,degree_c,-0.2061,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),clinica,betweenness_c,-0.0965,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),clinica,closeness_c,-0.3987,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),clinica,degree_c,-0.1531,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),escuela,betweenness_c,-0.1937,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),escuela,closeness_c,-0.2248,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),escuela,degree_c,-0.3313,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),farmacia,betweenness_c,-0.1509,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),farmacia,closeness_c,-0.2672,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),farmacia,degree_c,-0.3285,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),hospital,betweenness_c,-0.1499,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),hospital,closeness_c,-0.5349,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),hospital,degree_c,-0.293,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),mercado,betweenness_c,-0.1522,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),mercado,closeness_c,-0.2829,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),mercado,degree_c,-0.3075,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),parque,betweenness_c,-0.132,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),parque,closeness_c,-0.5173,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),parque,degree_c,-0.3152,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),policia,betweenness_c,-0.1548,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),policia,closeness_c,-0.3387,0.0,True
47,Colombia,Envigado,Andina (Valle de Aburrá),policia,degree_c,-0.2928,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),bomberos,betweenness_c,-0.1902,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),bomberos,closeness_c,-0.5696,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),bomberos,degree_c,-0.3522,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),escuela,betweenness_c,-0.1628,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),escuela,closeness_c,-0.4045,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),escuela,degree_c,-0.3123,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),farmacia,betweenness_c,-0.1545,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),farmacia,closeness_c,-0.4823,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),farmacia,degree_c,-0.3375,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),hospital,betweenness_c,-0.1406,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),hospital,closeness_c,-0.2072,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),hospital,degree_c,-0.2968,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),mercado,betweenness_c,-0.1686,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),mercado,closeness_c,-0.4761,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),mercado,degree_c,-0.3607,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),parque,betweenness_c,-0.1408,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),parque,closeness_c,-0.4242,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),parque,degree_c,-0.3381,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),policia,betweenness_c,-0.1643,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),policia,closeness_c,-0.5277,0.0,True
48,Colombia,Tuluá,Andina (valle del Cauca),policia,degree_c,-0.2794,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),bomberos,betweenness_c,-0.1251,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),bomberos,closeness_c,-0.643,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),bomberos,degree_c,-0.188,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),clinica,betweenness_c,-0.079,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),clinica,closeness_c,-0.5377,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),clinica,degree_c,-0.0158,0.21629,False
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),escuela,betweenness_c,-0.1926,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),escuela,closeness_c,-0.5445,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),escuela,degree_c,-0.2681,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),farmacia,betweenness_c,-0.1513,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),farmacia,closeness_c,-0.716,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),farmacia,degree_c,-0.2578,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),hospital,betweenness_c,-0.1575,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),hospital,closeness_c,-0.7218,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),hospital,degree_c,-0.2737,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),mercado,betweenness_c,-0.1633,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),mercado,closeness_c,-0.6581,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),mercado,degree_c,-0.2786,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),parque,betweenness_c,-0.1388,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),parque,closeness_c,-0.5682,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),parque,degree_c,-0.2478,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),policia,betweenness_c,-0.1293,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),policia,closeness_c,-0.4942,0.0,True
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),policia,degree_c,-0.2286,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),bomberos,betweenness_c,-0.1177,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),bomberos,closeness_c,-0.5779,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),bomberos,degree_c,-0.1805,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),clinica,betweenness_c,-0.1456,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),clinica,closeness_c,-0.6928,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),clinica,degree_c,-0.2111,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),escuela,betweenness_c,-0.1356,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),escuela,closeness_c,-0.3285,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),escuela,degree_c,-0.2247,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),farmacia,betweenness_c,-0.1594,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),farmacia,closeness_c,-0.5492,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),farmacia,degree_c,-0.2438,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),hospital,betweenness_c,-0.1487,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),hospital,closeness_c,-0.5303,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),hospital,degree_c,-0.2141,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),mercado,betweenness_c,-0.191,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),mercado,closeness_c,-0.5117,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),mercado,degree_c,-0.2746,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),parque,betweenness_c,-0.147,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),parque,closeness_c,-0.3718,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),parque,degree_c,-0.2732,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),policia,betweenness_c,-0.1246,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),policia,closeness_c,-0.4002,0.0,True
50,Colombia,Dosquebradas,Andina (Eje Cafetero),policia,degree_c,-0.1893,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),escuela,betweenness_c,-0.1851,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),escuela,closeness_c,-0.1187,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),escuela,degree_c,-0.2777,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),farmacia,betweenness_c,-0.1794,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),farmacia,closeness_c,-0.3787,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),farmacia,degree_c,-0.1565,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),hospital,betweenness_c,-0.1973,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),hospital,closeness_c,-0.2116,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),hospital,degree_c,-0.2396,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),mercado,betweenness_c,-0.1514,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),mercado,closeness_c,-0.3014,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),mercado,degree_c,-0.124,0.0,True
51,Colombia,Apartadó,Caribe (Urabá),parque,betweenness_c,-0.1731,0.0,True
