id,pais,ciudad,region_geografica,servicio,metrica,spearman_rho,p_valor,significativo
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,escuela,degree_c,-0.3519,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,farmacia,betweenness_c,-0.2612,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,farmacia,closeness_c,-0.4862,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,farmacia,degree_c,-0.3595,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,hospital,betweenness_c,-0.2976,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,hospital,closeness_c,-0.6195,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,hospital,degree_c,-0.3757,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,mercado,betweenness_c,-0.2452,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,mercado,closeness_c,-0.5878,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,mercado,degree_c,-0.3794,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,parque,betweenness_c,-0.2569,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,parque,closeness_c,-0.5081,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,parque,degree_c,-0.3374,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,policia,betweenness_c,-0.2151,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,policia,closeness_c,-0.3145,0.0,True
80,Colombia,San José del Guaviare,Amazonía / Orinoquía,policia,degree_c,-0.2846,0.0,True
81,Colombia,San Andrés,Insular (Caribe),bomberos,betweenness_c,-0.0844,0.002691,True
81,Colombia,San Andrés,Insular (Caribe),bomberos,closeness_c,-0.6712,0.0,True
81,Colombia,San Andrés,Insular (Caribe),bomberos,degree_c,-0.1717,0.0,True
81,Colombia,San Andrés,Insular (Caribe),clinica,betweenness_c,-0.086,0.00221,True
81,Colombia,San Andrés,Insular (Caribe),clinica,closeness_c,-0.5412,0.0,True
81,Colombia,San Andrés,Insular (Caribe),clinica,degree_c,-0.2151,0.0,True
81,Colombia,San Andrés,Insular (Caribe),escuela,betweenness_c,-0.0819,0.003572,True
81,Colombia,San Andrés,Insular (Caribe),escuela,closeness_c,-0.4969,0.0,True
81,Colombia,San Andrés,Insular (Caribe),escuela,degree_c,-0.1601,0.0,True
81,Colombia,San Andrés,Insular (Caribe),farmacia,betweenness_c,-0.1047,0.000194,True
81,Colombia,San Andrés,Insular (Caribe),farmacia,closeness_c,-0.6074,0.0,True
81,Colombia,San Andrés,Insular (Caribe),farmacia,degree_c,-0.2333,0.0,True
81,Colombia,San Andrés,Insular (Caribe),hospital,betweenness_c,-0.0706,0.012119,True
81,Colombia,San Andrés,Insular (Caribe),hospital,closeness_c,-0.6503,0.0,True
81,Colombia,San Andrés,Insular (Caribe),hospital,degree_c,-0.1037,0.000224,True
81,Colombia,San Andrés,Insular (Caribe),mercado,betweenness_c,-0.106,0.000161,True
81,Colombia,San Andrés,Insular (Caribe),mercado,closeness_c,-0.2295,0.0,True
81,Colombia,San Andrés,Insular (Caribe),mercado,degree_c,-0.2171,0.0,True
81,Colombia,San Andrés,Insular (Caribe),parque,betweenness_c,-0.1463,0.0,True
81,Colombia,San Andrés,Insular (Caribe),parque,closeness_c,-0.1449,0.0,True
81,Colombia,San Andrés,Insular (Caribe),parque,degree_c,-0.2647,0.0,True
81,Colombia,San Andrés,Insular (Caribe),policia,betweenness_c,-0.1408,1e-06,True
81,Colombia,San Andrés,Insular (Caribe),policia,closeness_c,-0.4287,0.0,True
81,Colombia,San Andrés,Insular (Caribe),policia,degree_c,-0.224,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,escuela,betweenness_c,-0.2848,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,escuela,closeness_c,-0.4188,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,escuela,degree_c,-0.4292,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,hospital,betweenness_c,-0.2467,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,hospital,closeness_c,-0.5116,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,hospital,degree_c,-0.4298,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,mercado,betweenness_c,-0.2399,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,mercado,closeness_c,-0.4737,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,mercado,degree_c,-0.4246,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,parque,betweenness_c,-0.2455,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,parque,closeness_c,-0.2148,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,parque,degree_c,-0.3845,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,policia,betweenness_c,-0.236,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,policia,closeness_c,-0.6276,0.0,True
82,Colombia,Inírida,Amazonía / Orinoquía,policia,degree_c,-0.3849,0.0,True
83,Colombia,Mitú,Amazonía,bomberos,betweenness_c,-0.2076,0.001704,True
83,Colombia,Mitú,Amazonía,bomberos,closeness_c,-0.4715,0.0,True
83,Colombia,Mitú,Amazonía,bomberos,degree_c,-0.3018,4e-06,True
83,Colombia,Mitú,Amazonía,escuela,betweenness_c,-0.1907,0.004002,True
83,Colombia,Mitú,Amazonía,escuela,closeness_c,-0.4487,0.0,True
83,Colombia,Mitú,Amazonía,escuela,degree_c,-0.2299,0.000494,True
83,Colombia,Mitú,Amazonía,farmacia,betweenness_c,-0.284,1.5e-05,True
83,Colombia,Mitú,Amazonía,farmacia,closeness_c,-0.5479,0.0,True
83,Colombia,Mitú,Amazonía,farmacia,degree_c,-0.2612,7.1e-05,True
83,Colombia,Mitú,Amazonía,hospital,betweenness_c,-0.1976,0.002846,True
83,Colombia,Mitú,Amazonía,hospital,closeness_c,-0.4589,0.0,True
83,Colombia,Mitú,Amazonía,hospital,degree_c,-0.2788,2.1e-05,True
83,Colombia,Mitú,Amazonía,mercado,betweenness_c,-0.1721,0.009542,True
83,Colombia,Mitú,Amazonía,mercado,closeness_c,-0.4503,0.0,True
83,Colombia,Mitú,Amazonía,mercado,degree_c,-0.2697,4e-05,True
83,Colombia,Mitú,Amazonía,parque,betweenness_c,-0.1895,0.004242,True
83,Colombia,Mitú,Amazonía,parque,closeness_c,-0.4368,0.0,True
83,Colombia,Mitú,Amazonía,parque,degree_c,-0.26,7.6e-05,True
83,Colombia,Mitú,Amazonía,policia,betweenness_c,-0.1687,0.011082,True
83,Colombia,Mitú,Amazonía,policia,closeness_c,-0.3968,0.0,True
83,Colombia,Mitú,Amazonía,policia,degree_c,-0.2872,1.1e-05,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),escuela,betweenness_c,-0.176,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),escuela,closeness_c,-0.4698,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),escuela,degree_c,-0.3558,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),hospital,betweenness_c,-0.1649,1e-06,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),hospital,closeness_c,-0.4027,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),hospital,degree_c,-0.2631,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),mercado,betweenness_c,-0.1298,0.000158,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),mercado,closeness_c,-0.322,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),mercado,degree_c,-0.2426,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),parque,betweenness_c,-0.1828,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),parque,closeness_c,-0.3434,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),parque,degree_c,-0.3533,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),policia,betweenness_c,-0.1482,1.6e-05,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),policia,closeness_c,-0.3514,0.0,True
84,Colombia,Puerto Carreño,Orinoquía (frontera),policia,degree_c,-0.2611,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),clinica,betweenness_c,-0.2127,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),clinica,closeness_c,-0.3778,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),clinica,degree_c,-0.1637,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),escuela,betweenness_c,-0.1874,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),escuela,closeness_c,-0.466,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),escuela,degree_c,-0.1779,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),farmacia,betweenness_c,-0.1983,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),farmacia,closeness_c,-0.4327,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),farmacia,degree_c,-0.1497,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),hospital,betweenness_c,-0.1973,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),hospital,closeness_c,-0.4553,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),hospital,degree_c,-0.1482,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),mercado,betweenness_c,-0.1909,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),mercado,closeness_c,-0.5329,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),mercado,degree_c,-0.1669,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),parque,betweenness_c,-0.1991,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),parque,closeness_c,-0.3901,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),parque,degree_c,-0.1656,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),policia,betweenness_c,-0.2039,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),policia,closeness_c,-0.5163,0.0,True
85,Colombia,Uribia,Caribe (Alta Guajira),policia,degree_c,-0.1558,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),bomberos,betweenness_c,-0.1976,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),bomberos,closeness_c,-0.3899,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),bomberos,degree_c,-0.2832,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),clinica,betweenness_c,-0.2188,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),clinica,closeness_c,-0.5274,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),clinica,degree_c,-0.3155,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),escuela,betweenness_c,-0.1941,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),escuela,closeness_c,-0.3856,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),escuela,degree_c,-0.3037,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),farmacia,betweenness_c,-0.2208,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),farmacia,closeness_c,-0.6066,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),farmacia,degree_c,-0.3558,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),hospital,betweenness_c,-0.1614,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),hospital,closeness_c,-0.3837,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),hospital,degree_c,-0.274,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),mercado,betweenness_c,-0.2099,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),mercado,closeness_c,-0.5493,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),mercado,degree_c,-0.388,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),parque,betweenness_c,-0.1107,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),parque,closeness_c,-0.3504,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),parque,degree_c,-0.3387,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),policia,betweenness_c,-0.2198,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),policia,closeness_c,-0.5195,0.0,True
86,Colombia,Buga,Andina (valle del Cauca),policia,degree_c,-0.318,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),clinica,betweenness_c,-0.1801,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),clinica,closeness_c,-0.5399,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),clinica,degree_c,-0.2418,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),escuela,betweenness_c,-0.1484,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),escuela,closeness_c,-0.3196,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),escuela,degree_c,-0.2835,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),farmacia,betweenness_c,-0.2493,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),farmacia,closeness_c,-0.6288,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),farmacia,degree_c,-0.2542,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),hospital,betweenness_c,-0.1732,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),hospital,closeness_c,-0.3435,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),hospital,degree_c,-0.115,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),mercado,betweenness_c,-0.2058,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),mercado,closeness_c,-0.5678,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),mercado,degree_c,-0.244,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),parque,betweenness_c,-0.1556,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),parque,closeness_c,-0.4262,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),parque,degree_c,-0.2695,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),policia,betweenness_c,-0.1964,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),policia,closeness_c,-0.5102,0.0,True
87,Colombia,Caucasia,Caribe (Bajo Cauca),policia,degree_c,-0.2272,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),clinica,betweenness_c,-0.2123,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),clinica,closeness_c,-0.5225,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),clinica,degree_c,-0.3513,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),escuela,betweenness_c,-0.1806,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),escuela,closeness_c,-0.4197,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),escuela,degree_c,-0.303,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),hospital,betweenness_c,-0.1978,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),hospital,closeness_c,-0.3912,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),hospital,degree_c,-0.3258,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),mercado,betweenness_c,-0.2132,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),mercado,closeness_c,-0.5207,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),mercado,degree_c,-0.3603,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),parque,betweenness_c,-0.1525,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),parque,closeness_c,-0.4658,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),parque,degree_c,-0.303,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),policia,betweenness_c,-0.1483,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),policia,closeness_c,-0.3553,0.0,True
88,Colombia,Aguachica,Andina (Magdalena Medio),policia,degree_c,-0.3193,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),bomberos,betweenness_c,-0.1059,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),bomberos,closeness_c,-0.6698,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),bomberos,degree_c,-0.1389,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),clinica,betweenness_c,-0.1246,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),clinica,closeness_c,-0.5617,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),clinica,degree_c,-0.1525,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),escuela,betweenness_c,-0.1576,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),escuela,closeness_c,0.0839,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),escuela,degree_c,-0.2066,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),farmacia,betweenness_c,-0.1196,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),farmacia,closeness_c,-0.3743,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),farmacia,degree_c,-0.1405,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),hospital,betweenness_c,-0.1182,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),hospital,closeness_c,-0.2242,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),hospital,degree_c,-0.1708,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),mercado,betweenness_c,-0.1317,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),mercado,closeness_c,-0.0876,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),mercado,degree_c,-0.2093,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),parque,betweenness_c,-0.1245,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),parque,closeness_c,0.0398,0.000386,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),parque,degree_c,-0.2144,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),policia,betweenness_c,-0.0923,0.0,True
89,Colombia,Mosquera,Andina (Sabana de Bogotá),policia,closeness_c,-0.0132,0.240947,False
89,Colombia,Mosquera,Andina (Sabana de Bogotá),policia,degree_c,-0.1334,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),bomberos,betweenness_c,-0.0835,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),bomberos,closeness_c,-0.2648,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),bomberos,degree_c,-0.1021,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),clinica,betweenness_c,-0.1303,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),clinica,closeness_c,-0.0333,0.00646,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),clinica,degree_c,-0.1888,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),escuela,betweenness_c,-0.1512,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),escuela,closeness_c,0.1955,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),escuela,degree_c,-0.2194,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),farmacia,betweenness_c,-0.1008,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),farmacia,closeness_c,-0.0429,0.000442,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),farmacia,degree_c,-0.1206,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),hospital,betweenness_c,-0.1016,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),hospital,closeness_c,-0.3152,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),hospital,degree_c,-0.1408,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),mercado,betweenness_c,-0.126,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),mercado,closeness_c,0.0046,0.708519,False
90,Colombia,Madrid,Andina (Sabana de Bogotá),mercado,degree_c,-0.2235,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),parque,betweenness_c,-0.1236,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),parque,closeness_c,0.1479,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),parque,degree_c,-0.2172,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),policia,betweenness_c,-0.0934,0.0,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),policia,closeness_c,0.0347,0.004568,True
90,Colombia,Madrid,Andina (Sabana de Bogotá),policia,degree_c,-0.1804,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),bomberos,betweenness_c,-0.1075,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),bomberos,closeness_c,-0.8014,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),bomberos,degree_c,-0.1504,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),clinica,betweenness_c,-0.1234,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),clinica,closeness_c,-0.6777,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),clinica,degree_c,-0.1616,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),escuela,betweenness_c,-0.1648,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),escuela,closeness_c,-0.2535,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),escuela,degree_c,-0.1992,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),farmacia,betweenness_c,-0.134,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),farmacia,closeness_c,-0.6379,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),farmacia,degree_c,-0.1598,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),hospital,betweenness_c,-0.111,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),hospital,closeness_c,-0.4241,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),hospital,degree_c,-0.1559,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),mercado,betweenness_c,-0.1412,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),mercado,closeness_c,-0.2603,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),mercado,degree_c,-0.1987,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),parque,betweenness_c,-0.1308,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),parque,closeness_c,-0.1445,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),parque,degree_c,-0.2052,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),policia,betweenness_c,-0.1032,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),policia,closeness_c,-0.1111,0.0,True
91,Colombia,Funza,Andina (Sabana de Bogotá),policia,degree_c,-0.1442,0.0,True
92,Colombia,Ocaña,Andina (nororiente),clinica,betweenness_c,-0.207,0.0,True
92,Colombia,Ocaña,Andina (nororiente),clinica,closeness_c,-0.8422,0.0,True
92,Colombia,Ocaña,Andina (nororiente),clinica,degree_c,-0.2416,0.0,True
92,Colombia,Ocaña,Andina (nororiente),escuela,betweenness_c,-0.2472,0.0,True
92,Colombia,Ocaña,Andina (nororiente),escuela,closeness_c,-0.591,0.0,True
92,Colombia,Ocaña,Andina (nororiente),escuela,degree_c,-0.3086,0.0,True
92,Colombia,Ocaña,Andina (nororiente),farmacia,betweenness_c,-0.1465,0.0,True
92,Colombia,Ocaña,Andina (nororiente),farmacia,closeness_c,-0.5263,0.0,True
92,Colombia,Ocaña,Andina (nororiente),farmacia,degree_c,-0.1364,0.0,True
92,Colombia,Ocaña,Andina (nororiente),hospital,betweenness_c,-0.204,0.0,True
92,Colombia,Ocaña,Andina (nororiente),hospital,closeness_c,-0.8256,0.0,True
92,Colombia,Ocaña,Andina (nororiente),hospital,degree_c,-0.2214,0.0,True
92,Colombia,Ocaña,Andina (nororiente),mercado,betweenness_c,-0.2108,0.0,True
92,Colombia,Ocaña,Andina (nororiente),mercado,closeness_c,-0.4491,0.0,True
92,Colombia,Ocaña,Andina (nororiente),mercado,degree_c,-0.2827,0.0,True
92,Colombia,Ocaña,Andina (nororiente),parque,betweenness_c,-0.2167,0.0,True
92,Colombia,Ocaña,Andina (nororiente),parque,closeness_c,-0.7624,0.0,True
92,Colombia,Ocaña,Andina (nororiente),parque,degree_c,-0.2385,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",bomberos,betweenness_c,-0.0813,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",bomberos,closeness_c,-0.1248,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",bomberos,degree_c,-0.1015,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",clinica,betweenness_c,-0.1241,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",clinica,closeness_c,-0.1096,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",clinica,degree_c,-0.1735,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",escuela,betweenness_c,-0.1971,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",escuela,closeness_c,-0.1162,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",escuela,degree_c,-0.2426,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",farmacia,betweenness_c,-0.1072,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",farmacia,closeness_c,0.2398,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",farmacia,degree_c,-0.1626,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",hospital,betweenness_c,-0.0976,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",hospital,closeness_c,0.0219,0.048701,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",hospital,degree_c,-0.0698,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",mercado,betweenness_c,-0.155,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",mercado,closeness_c,0.0113,0.308614,False
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",mercado,degree_c,-0.2079,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",parque,betweenness_c,-0.138,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",parque,closeness_c,0.0756,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",parque,degree_c,-0.1719,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",policia,betweenness_c,-0.1148,0.0,True
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",policia,closeness_c,0.0138,0.213149,False
93,Colombia,Villa del Rosario,"Andina (metro Cúcuta, frontera)",policia,degree_c,-0.19,0.0,True
94,Colombia,Santander de Quilichao,Andina (norte del Cauca),bomberos,betweenness_c,-0.1729,0.0,True
94,Colombia,Santander de Quilichao,Andina (norte del Cauca),bomberos,closeness_c,-0.6754,0.0,True
94,Colombia,Santander de Quilichao,Andina (norte del Cauca),bomberos,degree_c,-0.317,0.0,True
