id,pais,ciudad,region_geografica,servicio,n_pois,dist_mean,dist_median,dist_std,dist_p90,dist_cv,pct_acceso
31,Colombia,Villavicencio,Orinoquía / Llanos (oriente),clinica,20,1662.613123,1291.276,1282.940093,3669.3602,0.7716,36.19
31,Colombia,Villavicencio,Orinoquía / Llanos (oriente),farmacia,13,2131.389245,1765.793,1559.165109,4551.1566,0.7315,27.27
31,Colombia,Villavicencio,Orinoquía / Llanos (oriente),escuela,300,462.660239,304.279,487.710264,1056.626,1.0541,88.92
31,Colombia,Villavicencio,Orinoquía / Llanos (oriente),mercado,45,984.502162,777.312,773.125749,1989.071,0.7853,61.14
31,Colombia,Villavicencio,Orinoquía / Llanos (oriente),parque,182,742.155295,417.077,999.559231,1614.0674,1.3468,80.4
31,Colombia,Villavicencio,Orinoquía / Llanos (oriente),policia,12,1920.257754,1585.562,1307.311325,3921.5802,0.6808,26.83
31,Colombia,Villavicencio,Orinoquía / Llanos (oriente),bomberos,2,3264.629799,2908.737,1872.285665,6047.6028,0.5735,9.29
32,Colombia,Cúcuta,"Andina (nororiente, frontera)",hospital,60,1794.674705,1601.014,1165.920404,3465.9768,0.6497,28.8
32,Colombia,Cúcuta,"Andina (nororiente, frontera)",clinica,103,1662.496312,1480.676,1116.196762,3238.9366,0.6714,32.51
32,Colombia,Cúcuta,"Andina (nororiente, frontera)",farmacia,109,1571.720954,1306.378,1204.305494,3411.775,0.7662,40.36
32,Colombia,Cúcuta,"Andina (nororiente, frontera)",escuela,535,474.066821,342.393,455.151435,1026.4024,0.9601,89.45
32,Colombia,Cúcuta,"Andina (nororiente, frontera)",mercado,258,926.550411,697.27,820.428191,1937.854,0.8855,64.76
32,Colombia,Cúcuta,"Andina (nororiente, frontera)",parque,359,611.623318,461.121,539.665626,1302.6674,0.8823,82.55
32,Colombia,Cúcuta,"Andina (nororiente, frontera)",policia,30,1550.691512,1349.906,1008.071987,3109.018,0.6501,34.13
32,Colombia,Cúcuta,"Andina (nororiente, frontera)",bomberos,2,4982.832273,4826.977,2299.149163,8442.5272,0.4614,2.5
33,Colombia,Ibagué,Andina (centro),hospital,33,1198.757411,905.3655,1138.80861,2349.7843,0.95,54.69
33,Colombia,Ibagué,Andina (centro),clinica,21,1390.287189,1073.9575,1195.068715,2831.124,0.8596,45.71
33,Colombia,Ibagué,Andina (centro),farmacia,51,887.480178,602.944,996.739283,1729.1373,1.1231,71.56
33,Colombia,Ibagué,Andina (centro),escuela,102,614.46965,426.0125,817.340288,1105.5838,1.3302,87.68
33,Colombia,Ibagué,Andina (centro),mercado,109,694.107655,469.4365,913.5318,1309.8874,1.3161,83.69
33,Colombia,Ibagué,Andina (centro),parque,397,449.325772,232.894,830.717125,851.376,1.8488,91.89
33,Colombia,Ibagué,Andina (centro),policia,17,1065.03522,848.5195,1000.483251,1791.1328,0.9394,60.72
33,Colombia,Ibagué,Andina (centro),bomberos,2,2383.746588,2304.433,1260.401576,3653.521,0.5287,12.4
34,Colombia,Armenia,Andina (Eje Cafetero),hospital,28,1141.406921,859.906,1113.641721,2195.276,0.9757,61.16
34,Colombia,Armenia,Andina (Eje Cafetero),clinica,54,1608.749339,1284.841,1364.993118,3175.471,0.8485,40.93
34,Colombia,Armenia,Andina (Eje Cafetero),farmacia,117,944.01791,545.466,1123.120639,2177.072,1.1897,71.04
34,Colombia,Armenia,Andina (Eje Cafetero),escuela,148,565.792587,386.776,721.17669,1084.625,1.2746,88.66
34,Colombia,Armenia,Andina (Eje Cafetero),mercado,177,731.088223,431.036,1012.161789,1482.801,1.3845,81.74
34,Colombia,Armenia,Andina (Eje Cafetero),parque,1898,283.859148,90.607,806.102887,465.041,2.8398,94.8
34,Colombia,Armenia,Andina (Eje Cafetero),policia,23,1354.111272,1049.588,1158.293915,2631.806,0.8554,47.39
34,Colombia,Armenia,Andina (Eje Cafetero),bomberos,4,2226.311241,2069.032,1280.930699,3614.279,0.5754,13.48
35,Colombia,Soacha,Andina (Sabana de Bogotá),hospital,11,1693.503044,1505.5425,1137.403629,3075.5999,0.6716,28.45
35,Colombia,Soacha,Andina (Sabana de Bogotá),clinica,7,1973.089835,1741.1865,1220.596305,3402.8625,0.6186,20.67
35,Colombia,Soacha,Andina (Sabana de Bogotá),farmacia,33,1223.552917,883.52,1047.780542,2857.9062,0.8563,56.22
35,Colombia,Soacha,Andina (Sabana de Bogotá),escuela,196,477.667368,380.766,480.356181,827.194,1.0056,93.91
35,Colombia,Soacha,Andina (Sabana de Bogotá),mercado,354,440.297929,351.9295,448.338178,831.5048,1.0183,94.69
35,Colombia,Soacha,Andina (Sabana de Bogotá),parque,520,327.021448,234.091,386.182569,644.8359,1.1809,96.41
35,Colombia,Soacha,Andina (Sabana de Bogotá),policia,26,955.94611,810.9265,784.573181,1564.935,0.8207,65.57
35,Colombia,Soacha,Andina (Sabana de Bogotá),bomberos,3,2565.637435,2301.622,1468.78548,4664.4981,0.5725,12.19
36,Colombia,Soledad,Caribe (metro Barranquilla),hospital,34,934.586277,775.987,703.231389,1635.2025,0.7525,65.12
36,Colombia,Soledad,Caribe (metro Barranquilla),clinica,12,1611.182769,1472.431,1008.861651,2697.413,0.6262,27.66
36,Colombia,Soledad,Caribe (metro Barranquilla),farmacia,13,2001.166309,1683.7345,1312.38964,3898.7475,0.6558,26.21
36,Colombia,Soledad,Caribe (metro Barranquilla),escuela,148,500.488039,425.438,408.280698,884.7005,0.8158,93.19
36,Colombia,Soledad,Caribe (metro Barranquilla),mercado,280,556.942792,417.461,649.605464,914.6725,1.1664,91.66
36,Colombia,Soledad,Caribe (metro Barranquilla),parque,216,482.537521,360.409,569.753944,870.3235,1.1807,93.38
36,Colombia,Soledad,Caribe (metro Barranquilla),policia,18,1391.7187,1321.637,756.240206,2389.969,0.5434,35.48
36,Colombia,Soledad,Caribe (metro Barranquilla),bomberos,3,2647.327002,2347.7575,1469.689031,4613.537,0.5552,7.5
37,Colombia,Bello,Andina (Valle de Aburrá),hospital,24,1229.921006,929.016,1199.529516,2231.3956,0.9753,53.59
37,Colombia,Bello,Andina (Valle de Aburrá),clinica,17,1546.383283,1148.388,1354.960249,3048.227,0.8762,44.57
37,Colombia,Bello,Andina (Valle de Aburrá),farmacia,77,1010.609867,621.266,1228.670826,2296.7172,1.2158,68.47
37,Colombia,Bello,Andina (Valle de Aburrá),escuela,344,431.365762,257.906,663.043531,854.946,1.5371,92.05
37,Colombia,Bello,Andina (Valle de Aburrá),mercado,142,733.690484,496.217,898.40427,1473.7416,1.2245,81.52
37,Colombia,Bello,Andina (Valle de Aburrá),parque,426,636.47453,297.271,1041.901426,1520.5466,1.637,83.62
37,Colombia,Bello,Andina (Valle de Aburrá),policia,21,1302.367239,1060.924,1171.76181,2279.391,0.8997,47.04
37,Colombia,Bello,Andina (Valle de Aburrá),bomberos,4,3813.200407,3634.812,2203.526828,6679.294,0.5779,10.28
38,Colombia,Neiva,Andina (valle del Magdalena),hospital,5,2216.540415,1805.6275,1404.626119,4444.9295,0.6337,17.15
38,Colombia,Neiva,Andina (valle del Magdalena),clinica,7,2735.52923,2544.4415,1528.991299,4820.0387,0.5589,13.17
38,Colombia,Neiva,Andina (valle del Magdalena),farmacia,13,1955.683721,1717.6345,1229.74714,3612.7015,0.6288,23.01
38,Colombia,Neiva,Andina (valle del Magdalena),escuela,60,802.822837,603.78,787.446883,1518.2628,0.9808,75.7
38,Colombia,Neiva,Andina (valle del Magdalena),mercado,30,1514.566871,1152.223,1234.210083,3230.0479,0.8149,43.66
38,Colombia,Neiva,Andina (valle del Magdalena),parque,273,506.929467,279.2245,736.211897,1100.8954,1.4523,88.11
38,Colombia,Neiva,Andina (valle del Magdalena),policia,10,1695.901422,1419.68,1260.717227,3103.4048,0.7434,32.75
38,Colombia,Neiva,Andina (valle del Magdalena),bomberos,1,3685.042993,3733.5535,1569.552531,5568.582,0.4259,4.4
39,Colombia,Palmira,Andina (valle del Cauca),hospital,5,2010.34557,1795.403,1431.281112,2950.776,0.712,17.47
39,Colombia,Palmira,Andina (valle del Cauca),clinica,9,2018.961808,1786.871,1437.036834,3454.4252,0.7118,23.0
39,Colombia,Palmira,Andina (valle del Cauca),farmacia,21,1712.783444,1426.282,1429.386539,3182.1778,0.8345,34.57
39,Colombia,Palmira,Andina (valle del Cauca),escuela,48,925.66049,650.765,1125.501859,1591.299,1.2159,73.9
39,Colombia,Palmira,Andina (valle del Cauca),mercado,44,910.793976,631.599,1091.924323,1553.7174,1.1989,74.12
39,Colombia,Palmira,Andina (valle del Cauca),parque,185,629.440097,329.902,1042.158499,1170.297,1.6557,87.48
39,Colombia,Palmira,Andina (valle del Cauca),policia,10,1410.458879,1017.678,1322.02797,2927.9938,0.9373,48.81
39,Colombia,Palmira,Andina (valle del Cauca),bomberos,2,2756.334235,2543.613,1548.216614,4022.238,0.5617,6.65
40,Colombia,Popayán,Andina (suroccidente),hospital,8,1672.527741,1436.62,1162.716641,3080.3879,0.6952,32.01
40,Colombia,Popayán,Andina (suroccidente),clinica,27,1450.437904,1044.3335,1239.630672,2915.1037,0.8547,48.17
40,Colombia,Popayán,Andina (suroccidente),farmacia,65,1089.508238,699.716,1135.816505,2491.2449,1.0425,62.37
40,Colombia,Popayán,Andina (suroccidente),escuela,266,561.280006,325.897,763.742403,1212.004,1.3607,87.0
40,Colombia,Popayán,Andina (suroccidente),mercado,100,818.353448,485.833,924.451376,1808.5934,1.1296,74.43
40,Colombia,Popayán,Andina (suroccidente),parque,91,843.362959,511.037,994.262978,1980.247,1.1789,76.84
40,Colombia,Popayán,Andina (suroccidente),policia,16,1542.359377,986.893,1503.80875,3979.0311,0.975,50.6
40,Colombia,Popayán,Andina (suroccidente),bomberos,3,2912.227526,2724.2555,1484.243333,4835.087,0.5097,7.78
41,Colombia,Buenaventura,Pacífico,hospital,5,2931.336885,2769.062,1909.838818,5468.7772,0.6515,20.94
41,Colombia,Buenaventura,Pacífico,clinica,1,3544.182845,2852.107,2278.435297,7636.5014,0.6429,6.87
41,Colombia,Buenaventura,Pacífico,farmacia,9,3117.228842,2965.893,1966.641524,5718.8912,0.6309,16.31
41,Colombia,Buenaventura,Pacífico,escuela,19,1171.146273,953.147,762.3837,2345.327,0.651,52.61
41,Colombia,Buenaventura,Pacífico,mercado,13,1650.341694,1476.755,1197.566756,3177.1222,0.7256,38.12
41,Colombia,Buenaventura,Pacífico,parque,14,1364.183486,1249.373,803.732786,2542.0076,0.5892,38.83
41,Colombia,Buenaventura,Pacífico,policia,5,6229.759822,7209.751,3421.609599,10021.7644,0.5492,14.09
41,Colombia,Buenaventura,Pacífico,bomberos,1,7576.302687,8727.955,3692.717209,11535.9632,0.4874,6.83
42,Colombia,Sincelejo,Caribe (interior),hospital,9,1286.401077,1094.77,889.526612,2371.368,0.6915,45.7
42,Colombia,Sincelejo,Caribe (interior),clinica,20,1636.307139,1410.647,1124.688704,3037.904,0.6873,31.66
42,Colombia,Sincelejo,Caribe (interior),farmacia,2,2363.039009,2196.917,1172.321983,3796.329,0.4961,8.4
42,Colombia,Sincelejo,Caribe (interior),escuela,182,408.318107,303.914,463.440022,758.658,1.135,95.05
42,Colombia,Sincelejo,Caribe (interior),mercado,16,1437.978758,1129.326,1111.093309,2949.564,0.7727,44.01
42,Colombia,Sincelejo,Caribe (interior),parque,182,698.545192,390.752,878.518316,1707.549,1.2576,79.82
42,Colombia,Sincelejo,Caribe (interior),policia,6,1652.679945,1570.169,1010.337078,2743.632,0.6113,27.29
42,Colombia,Sincelejo,Caribe (interior),bomberos,0,,,,,,
43,Colombia,Riohacha,Caribe,hospital,29,1690.998134,1429.3925,1276.156072,3633.1838,0.7547,37.74
43,Colombia,Riohacha,Caribe,clinica,39,2330.612345,2129.9005,1552.974288,4659.2068,0.6663,20.86
43,Colombia,Riohacha,Caribe,farmacia,23,1610.409028,1238.696,1340.009991,3383.8752,0.8321,41.9
43,Colombia,Riohacha,Caribe,escuela,221,377.050513,291.86,399.959661,736.6306,1.0608,95.77
43,Colombia,Riohacha,Caribe,mercado,108,881.933694,542.493,964.510144,1959.7412,1.0936,68.26
43,Colombia,Riohacha,Caribe,parque,112,788.896908,522.7235,819.66284,1673.8315,1.039,73.77
43,Colombia,Riohacha,Caribe,policia,4,2282.504137,2042.396,1457.726675,4452.3983,0.6387,20.75
43,Colombia,Riohacha,Caribe,bomberos,2,2252.993363,1942.8565,1403.815313,4105.6779,0.6231,18.96
44,Colombia,Floridablanca,Andina (metro Bucaramanga),hospital,9,2027.407838,1545.953,1656.263286,4323.485,0.8169,27.46
44,Colombia,Floridablanca,Andina (metro Bucaramanga),clinica,24,2527.079232,1845.03,2377.501318,5941.216,0.9408,25.42
44,Colombia,Floridablanca,Andina (metro Bucaramanga),farmacia,22,2193.14817,1277.25,2516.141387,5907.811,1.1473,38.56
44,Colombia,Floridablanca,Andina (metro Bucaramanga),escuela,297,702.724698,299.221,1131.847968,1678.526,1.6107,83.87
44,Colombia,Floridablanca,Andina (metro Bucaramanga),mercado,51,1239.975448,773.863,1440.064642,2876.501,1.1614,61.29
44,Colombia,Floridablanca,Andina (metro Bucaramanga),parque,262,759.835969,358.235,1207.082176,1814.602,1.5886,82.34
44,Colombia,Floridablanca,Andina (metro Bucaramanga),policia,11,1920.365428,1255.288,2019.516325,4678.668,1.0516,37.06
44,Colombia,Floridablanca,Andina (metro Bucaramanga),bomberos,3,2807.771004,2419.612,1920.512121,5168.612,0.684,9.31
45,Colombia,Itagüí,Andina (Valle de Aburrá),hospital,18,1757.983411,1260.23,1420.136787,3996.1562,0.8078,38.14
45,Colombia,Itagüí,Andina (Valle de Aburrá),clinica,32,1708.506002,1547.9045,1109.670907,3090.5944,0.6495,28.99
45,Colombia,Itagüí,Andina (Valle de Aburrá),farmacia,101,865.578522,645.318,792.840123,1804.1571,0.916,70.39
45,Colombia,Itagüí,Andina (Valle de Aburrá),escuela,347,464.857525,359.293,429.20816,894.0153,0.9233,92.91
45,Colombia,Itagüí,Andina (Valle de Aburrá),mercado,241,658.47475,486.142,619.449014,1378.0573,0.9407,80.93
45,Colombia,Itagüí,Andina (Valle de Aburrá),parque,268,630.936415,478.6825,587.514765,1301.7096,0.9312,83.0
45,Colombia,Itagüí,Andina (Valle de Aburrá),policia,21,1570.519228,1398.126,1035.620389,2912.2115,0.6594,33.65
45,Colombia,Itagüí,Andina (Valle de Aburrá),bomberos,6,2728.107733,2544.7495,1524.32278,4959.4098,0.5587,11.5
46,Colombia,Tumaco,Pacífico,hospital,4,2930.948489,3320.422,1811.8664,5034.2908,0.6182,25.48
46,Colombia,Tumaco,Pacífico,clinica,0,,,,,,
46,Colombia,Tumaco,Pacífico,farmacia,0,,,,,,
46,Colombia,Tumaco,Pacífico,escuela,44,352.749157,336.511,236.3738,643.2945,0.6701,99.71
46,Colombia,Tumaco,Pacífico,mercado,4,1147.534189,1121.913,648.932369,2022.3158,0.5655,44.04
46,Colombia,Tumaco,Pacífico,parque,8,1111.145677,1058.925,693.328839,1975.7328,0.624,47.31
46,Colombia,Tumaco,Pacífico,policia,3,1588.30826,1370.332,991.047611,2972.8288,0.624,35.96
46,Colombia,Tumaco,Pacífico,bomberos,1,3538.379437,4031.782,1966.027328,5745.6508,0.5556,19.9
47,Colombia,Envigado,Andina (Valle de Aburrá),hospital,18,1609.072089,1157.3025,1684.66551,3114.285,1.047,41.86
47,Colombia,Envigado,Andina (Valle de Aburrá),clinica,35,1672.729364,1474.8195,1232.808243,3012.1567,0.737,33.14
47,Colombia,Envigado,Andina (Valle de Aburrá),farmacia,104,855.122574,627.064,904.771256,1684.5253,1.0581,73.13
47,Colombia,Envigado,Andina (Valle de Aburrá),escuela,312,509.638739,374.347,586.784942,940.4738,1.1514,91.55
47,Colombia,Envigado,Andina (Valle de Aburrá),mercado,206,692.910823,486.938,761.136907,1428.0933,1.0985,81.14
47,Colombia,Envigado,Andina (Valle de Aburrá),parque,247,877.604414,494.371,1493.362657,1536.0059,1.7016,79.74
47,Colombia,Envigado,Andina (Valle de Aburrá),policia,16,1581.75296,1436.689,1048.553326,2867.9032,0.6629,32.8
47,Colombia,Envigado,Andina (Valle de Aburrá),bomberos,3,3293.168329,2812.9735,2476.908137,5745.0984,0.7521,9.26
48,Colombia,Tuluá,Andina (valle del Cauca),hospital,33,1056.848171,645.335,1086.787169,2425.1742,1.0283,65.02
48,Colombia,Tuluá,Andina (valle del Cauca),clinica,0,,,,,,
48,Colombia,Tuluá,Andina (valle del Cauca),farmacia,25,1729.089711,1275.433,1524.776739,4156.9558,0.8818,41.47
48,Colombia,Tuluá,Andina (valle del Cauca),escuela,60,816.844456,438.751,995.825307,2260.7294,1.2191,78.06
48,Colombia,Tuluá,Andina (valle del Cauca),mercado,33,1321.967424,756.883,1399.859926,3582.333,1.0589,59.38
48,Colombia,Tuluá,Andina (valle del Cauca),parque,74,1041.837367,519.017,1240.626532,2989.9478,1.1908,69.95
48,Colombia,Tuluá,Andina (valle del Cauca),policia,9,1387.181336,1144.725,1093.078373,2694.5664,0.788,42.59
48,Colombia,Tuluá,Andina (valle del Cauca),bomberos,3,1977.838612,1493.256,1488.928259,4247.1534,0.7528,28.95
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),hospital,9,2714.422804,2591.567,1694.445593,4924.5464,0.6242,19.29
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),clinica,1,3323.424404,3110.296,1967.477322,5679.9586,0.592,9.42
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),farmacia,1,3255.586818,3110.504,1680.625778,5308.837,0.5162,6.92
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),escuela,178,669.446954,375.347,755.654533,1814.3156,1.1288,78.19
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),mercado,22,1627.797303,1256.303,1324.071751,3271.4344,0.8134,40.11
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),parque,86,1416.686215,906.832,1434.298145,3535.8984,1.0124,52.48
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),policia,7,2535.399123,2248.834,1549.871864,4684.5206,0.6113,15.18
49,Colombia,Barrancabermeja,Andina (Magdalena Medio),bomberos,2,2483.750513,2052.478,1546.980828,4461.0364,0.6228,13.17
50,Colombia,Dosquebradas,Andina (Eje Cafetero),hospital,15,1625.208071,1359.744,1216.362968,3038.1326,0.7484,35.72
50,Colombia,Dosquebradas,Andina (Eje Cafetero),clinica,31,1672.304647,1300.255,1332.76234,3504.851,0.797,38.56
50,Colombia,Dosquebradas,Andina (Eje Cafetero),farmacia,31,1370.46355,903.095,1289.123558,2992.7416,0.9406,54.51
50,Colombia,Dosquebradas,Andina (Eje Cafetero),escuela,69,928.80374,654.145,876.709415,2159.8676,0.9439,69.87
50,Colombia,Dosquebradas,Andina (Eje Cafetero),mercado,125,918.436126,604.168,1043.299222,2216.3848,1.136,73.26
50,Colombia,Dosquebradas,Andina (Eje Cafetero),parque,76,949.818226,587.282,1066.90062,2159.8886,1.1233,69.68
50,Colombia,Dosquebradas,Andina (Eje Cafetero),policia,13,1609.957253,1301.356,1191.058777,3220.2266,0.7398,34.7
50,Colombia,Dosquebradas,Andina (Eje Cafetero),bomberos,3,2492.373215,2217.48,1412.139694,4243.9512,0.5666,12.67
51,Colombia,Apartadó,Caribe (Urabá),hospital,12,1168.747299,710.787,1369.107038,2626.573,1.1714,68.3
51,Colombia,Apartadó,Caribe (Urabá),clinica,0,,,,,,
51,Colombia,Apartadó,Caribe (Urabá),farmacia,1,2439.415887,2137.3825,1633.576015,4877.8365,0.6697,18.08
51,Colombia,Apartadó,Caribe (Urabá),escuela,58,507.637985,301.002,741.873666,918.781,1.4614,90.85
51,Colombia,Apartadó,Caribe (Urabá),mercado,7,2283.605331,1944.4795,1678.005178,4579.339,0.7348,23.37
51,Colombia,Apartadó,Caribe (Urabá),parque,27,971.169988,401.0165,1520.851277,2957.1225,1.566,79.71
51,Colombia,Apartadó,Caribe (Urabá),policia,2,2234.779031,1824.832,1717.286365,4819.943,0.7684,29.48
51,Colombia,Apartadó,Caribe (Urabá),bomberos,0,,,,,,
52,Colombia,Jamundí,Andina (metro Cali),hospital,5,3149.360833,3201.025,1919.425566,5736.3255,0.6095,19.18
52,Colombia,Jamundí,Andina (metro Cali),clinica,5,3286.824005,3124.621,2143.39443,6191.512,0.6521,18.95
52,Colombia,Jamundí,Andina (metro Cali),farmacia,15,2904.405985,2731.166,2045.282152,5789.783,0.7042,26.35
52,Colombia,Jamundí,Andina (metro Cali),escuela,22,2133.700681,1573.5685,1839.712544,4883.505,0.8622,37.45
52,Colombia,Jamundí,Andina (metro Cali),mercado,34,1771.037707,1301.684,1563.512813,3622.301,0.8828,38.93
52,Colombia,Jamundí,Andina (metro Cali),parque,40,1605.116133,920.5675,1737.304742,4251.099,1.0824,53.69
52,Colombia,Jamundí,Andina (metro Cali),policia,2,4074.896617,4084.15,2144.610473,6843.7315,0.5263,7.21
52,Colombia,Jamundí,Andina (metro Cali),bomberos,1,3999.54229,4035.8295,2151.742495,6727.969,0.538,8.36
53,Colombia,Girón,Andina (metro Bucaramanga),hospital,0,,,,,,
53,Colombia,Girón,Andina (metro Bucaramanga),clinica,2,4918.386414,4628.1765,3196.139698,9780.3774,0.6498,8.19
53,Colombia,Girón,Andina (metro Bucaramanga),farmacia,1,4891.527122,4634.339,2972.436523,8899.4171,0.6077,5.31
53,Colombia,Girón,Andina (metro Bucaramanga),escuela,90,1091.458055,607.075,1153.163022,2777.2043,1.0565,62.37
53,Colombia,Girón,Andina (metro Bucaramanga),mercado,16,2635.944889,1477.72,2821.379183,7510.8849,1.0703,34.16
53,Colombia,Girón,Andina (metro Bucaramanga),parque,123,1404.123821,529.7965,1962.558972,4683.9402,1.3977,66.84
53,Colombia,Girón,Andina (metro Bucaramanga),policia,5,3091.745027,2657.476,2264.146234,6611.5896,0.7323,15.56
53,Colombia,Girón,Andina (metro Bucaramanga),bomberos,2,4660.38058,3891.1905,2981.420442,8856.2593,0.6397,7.09
54,Colombia,Piedecuesta,Andina (metro Bucaramanga),hospital,3,3278.127145,2748.884,2411.232293,6618.097,0.7356,16.7
54,Colombia,Piedecuesta,Andina (metro Bucaramanga),clinica,0,,,,,,
54,Colombia,Piedecuesta,Andina (metro Bucaramanga),farmacia,2,3531.013764,2533.3335,2515.791184,7394.0675,0.7125,10.91
54,Colombia,Piedecuesta,Andina (metro Bucaramanga),escuela,84,1412.104703,615.9985,1511.934517,3681.3375,1.0707,58.31
54,Colombia,Piedecuesta,Andina (metro Bucaramanga),mercado,15,2053.577106,1457.519,1807.070309,4286.4135,0.88,35.16
54,Colombia,Piedecuesta,Andina (metro Bucaramanga),parque,40,1775.35434,808.709,1996.004979,4523.064,1.1243,55.95
54,Colombia,Piedecuesta,Andina (metro Bucaramanga),policia,0,,,,,,
54,Colombia,Piedecuesta,Andina (metro Bucaramanga),bomberos,1,3649.914923,3127.579,2503.285832,7307.497,0.6858,11.34
55,Colombia,Yopal,Orinoquía / Llanos,hospital,13,1993.864391,1532.3825,1601.674391,4296.9493,0.8033,36.19
55,Colombia,Yopal,Orinoquía / Llanos,clinica,10,2111.670181,1896.666,1388.725193,3817.3075,0.6576,22.17
55,Colombia,Yopal,Orinoquía / Llanos,farmacia,202,725.307189,312.903,1100.257189,1739.7271,1.517,80.15
55,Colombia,Yopal,Orinoquía / Llanos,escuela,126,740.831433,431.33,903.561105,1668.0661,1.2197,76.94
55,Colombia,Yopal,Orinoquía / Llanos,mercado,70,799.136729,470.0575,1051.347742,1746.4279,1.3156,79.87
55,Colombia,Yopal,Orinoquía / Llanos,parque,118,794.638863,453.324,893.534833,1964.9352,1.1245,75.64
55,Colombia,Yopal,Orinoquía / Llanos,policia,10,1573.472448,1121.4675,1318.208374,3330.9917,0.8378,44.37
55,Colombia,Yopal,Orinoquía / Llanos,bomberos,2,2625.806826,2143.3765,1784.214875,5348.0185,0.6795,17.45
56,Colombia,Florencia,Amazonía (piedemonte),hospital,4,2220.495902,1828.6755,1575.840439,4250.8882,0.7097,29.07
56,Colombia,Florencia,Amazonía (piedemonte),clinica,3,2646.51801,2410.5125,1476.771905,4461.3869,0.558,12.49
56,Colombia,Florencia,Amazonía (piedemonte),farmacia,3,2452.159484,2277.667,1409.331048,4201.6838,0.5747,15.24
56,Colombia,Florencia,Amazonía (piedemonte),escuela,100,811.373115,455.3835,878.076272,2324.8361,1.0822,75.9
56,Colombia,Florencia,Amazonía (piedemonte),mercado,21,1110.621908,745.9655,1048.525219,2520.4537,0.9441,62.66
56,Colombia,Florencia,Amazonía (piedemonte),parque,33,1634.071612,872.2465,1620.639299,4049.7244,0.9918,54.59
56,Colombia,Florencia,Amazonía (piedemonte),policia,3,2637.857573,2468.876,1687.50303,4781.2105,0.6397,20.85
56,Colombia,Florencia,Amazonía (piedemonte),bomberos,0,,,,,,
57,Colombia,Maicao,Caribe (frontera),hospital,3,2539.774503,2310.4805,1520.679797,4548.3574,0.5987,15.79
57,Colombia,Maicao,Caribe (frontera),clinica,1,3026.992224,2816.7585,1527.352002,5369.3804,0.5046,7.14
57,Colombia,Maicao,Caribe (frontera),farmacia,2,2181.051611,1926.3855,1262.7309,3996.0773,0.579,15.25
57,Colombia,Maicao,Caribe (frontera),escuela,144,566.483676,396.1965,541.793188,1209.6883,0.9564,84.25
57,Colombia,Maicao,Caribe (frontera),mercado,6,1884.262245,1666.697,1164.696028,3452.6317,0.6181,21.54
57,Colombia,Maicao,Caribe (frontera),parque,48,1200.234947,799.5755,1124.477381,2932.696,0.9369,58.76
57,Colombia,Maicao,Caribe (frontera),policia,0,,,,,,
57,Colombia,Maicao,Caribe (frontera),bomberos,0,,,,,,
58,Colombia,Turbo,Caribe (Urabá),hospital,2,2781.970745,2206.0005,1725.740158,5409.945,0.6203,3.64
58,Colombia,Turbo,Caribe (Urabá),clinica,1,2381.977096,1690.3335,2066.976875,5159.0697,0.8678,23.99
58,Colombia,Turbo,Caribe (Urabá),farmacia,4,2147.639357,1423.2785,2102.507068,4710.8758,0.979,34.85
58,Colombia,Turbo,Caribe (Urabá),escuela,40,926.206503,358.7505,1257.974968,2773.4412,1.3582,73.99
58,Colombia,Turbo,Caribe (Urabá),mercado,11,1810.246542,932.878,2040.811612,4607.5624,1.1274,52.6
58,Colombia,Turbo,Caribe (Urabá),parque,14,1269.838184,657.1325,1567.084038,3074.5689,1.2341,64.69
58,Colombia,Turbo,Caribe (Urabá),policia,3,1940.499433,1284.755,1805.093556,4480.4689,0.9302,34.07
58,Colombia,Turbo,Caribe (Urabá),bomberos,1,2467.543017,1998.6155,1747.234313,5021.9822,0.7081,14.04
59,Colombia,Facatativá,Andina (Sabana de Bogotá),hospital,8,1835.715715,1033.191,1844.762398,4837.298,1.0049,48.01
59,Colombia,Facatativá,Andina (Sabana de Bogotá),clinica,2,2703.415602,1950.711,1964.333624,5847.5938,0.7266,16.65
59,Colombia,Facatativá,Andina (Sabana de Bogotá),farmacia,3,2355.102584,1759.423,1861.818144,5391.7384,0.7905,22.55
59,Colombia,Facatativá,Andina (Sabana de Bogotá),escuela,31,1052.444012,608.232,1189.312835,2511.8962,1.13,69.01
59,Colombia,Facatativá,Andina (Sabana de Bogotá),mercado,21,1350.043358,747.67,1503.727995,3273.2726,1.1138,60.76
59,Colombia,Facatativá,Andina (Sabana de Bogotá),parque,47,1410.565013,609.779,1734.039334,4201.678,1.2293,61.36
59,Colombia,Facatativá,Andina (Sabana de Bogotá),policia,9,1644.501287,1060.658,1636.693303,4257.3298,0.9953,47.08
59,Colombia,Facatativá,Andina (Sabana de Bogotá),bomberos,4,2443.969922,1722.779,2012.043981,5691.2686,0.8233,25.98
