id,pais,ciudad,estado_departamento,region_geografica,poblacion,poblacion_metro,altitud_m,costero,lat,lon,network_type,metodo_red,n_nodos,n_aristas,grado_promedio,densidad_red,long_prom_arista_m,long_total_calles_m,n_intersecciones,circuity_avg,clustering_prom,n_pois_total,servicios_con_datos,n_pois_hospital,n_pois_clinica,n_pois_farmacia,n_pois_escuela,n_pois_mercado,n_pois_parque,n_pois_policia,n_pois_bomberos,degree_c_mean,degree_c_median,degree_c_std,degree_c_p90,degree_c_cv,closeness_c_mean,closeness_c_median,closeness_c_std,closeness_c_p90,closeness_c_cv,betweenness_c_mean,betweenness_c_median,betweenness_c_std,betweenness_c_p90,betweenness_c_cv,dist_hospital_mean,dist_hospital_median,dist_hospital_std,dist_hospital_p90,dist_hospital_cv,pct_acceso_hospital,dist_clinica_mean,dist_clinica_median,dist_clinica_std,dist_clinica_p90,dist_clinica_cv,pct_acceso_clinica,dist_farmacia_mean,dist_farmacia_median,dist_farmacia_std,dist_farmacia_p90,dist_farmacia_cv,pct_acceso_farmacia,dist_escuela_mean,dist_escuela_median,dist_escuela_std,dist_escuela_p90,dist_escuela_cv,pct_acceso_escuela,dist_mercado_mean,dist_mercado_median,dist_mercado_std,dist_mercado_p90,dist_mercado_cv,pct_acceso_mercado,dist_parque_mean,dist_parque_median,dist_parque_std,dist_parque_p90,dist_parque_cv,pct_acceso_parque,dist_policia_mean,dist_policia_median,dist_policia_std,dist_policia_p90,dist_policia_cv,pct_acceso_policia,dist_bomberos_mean,dist_bomberos_median,dist_bomberos_std,dist_bomberos_p90,dist_bomberos_cv,pct_acceso_bomberos,corr_bomberos_betweenness_c_p,corr_bomberos_betweenness_c_rho,corr_bomberos_closeness_c_p,corr_bomberos_closeness_c_rho,corr_bomberos_degree_c_p,corr_bomberos_degree_c_rho,corr_clinica_betweenness_c_p,corr_clinica_betweenness_c_rho,corr_clinica_closeness_c_p,corr_clinica_closeness_c_rho,corr_clinica_degree_c_p,corr_clinica_degree_c_rho,corr_escuela_betweenness_c_p,corr_escuela_betweenness_c_rho,corr_escuela_closeness_c_p,corr_escuela_closeness_c_rho,corr_escuela_degree_c_p,corr_escuela_degree_c_rho,corr_farmacia_betweenness_c_p,corr_farmacia_betweenness_c_rho,corr_farmacia_closeness_c_p,corr_farmacia_closeness_c_rho,corr_farmacia_degree_c_p,corr_farmacia_degree_c_rho,corr_hospital_betweenness_c_p,corr_hospital_betweenness_c_rho,corr_hospital_closeness_c_p,corr_hospital_closeness_c_rho,corr_hospital_degree_c_p,corr_hospital_degree_c_rho,corr_mercado_betweenness_c_p,corr_mercado_betweenness_c_rho,corr_mercado_closeness_c_p,corr_mercado_closeness_c_rho,corr_mercado_degree_c_p,corr_mercado_degree_c_rho,corr_parque_betweenness_c_p,corr_parque_betweenness_c_rho,corr_parque_closeness_c_p,corr_parque_closeness_c_rho,corr_parque_degree_c_p,corr_parque_degree_c_rho,corr_policia_betweenness_c_p,corr_policia_betweenness_c_rho,corr_policia_closeness_c_p,corr_policia_closeness_c_rho,corr_policia_degree_c_p,corr_policia_degree_c_rho
29,Colombia,Cali,Valle del Cauca,Andina/Pacífico (suroccidente),2280171,2900000,1018,No,3.4516,-76.532,walk,pbf_disk_6000m,32515,52395,3.223,9.9e-05,53.6,2810756.5,29885,1.0496,0.0202,1562,8,327,457,129,189,193,227,32,8,9.9e-05,9.2e-05,2.6e-05,0.000123,0.2598,0.0157,0.015699,0.002027,0.018442,0.1291,0.001962,0.00026,0.008057,0.003569,4.1055,453.697578,384.497,380.910157,799.9376,0.8396,94.53,620.076579,454.581,699.673114,1177.9042,1.1284,86.49,733.36649,592.967,705.437031,1279.9436,0.9619,79.7,542.869349,458.305,398.165464,994.2326,0.7334,90.16,565.564915,453.559,558.541702,1019.8352,0.9876,89.45,538.907542,425.159,460.057944,1043.575,0.8537,88.82,1058.407,912.111,691.162977,1989.9342,0.653,57.48,1853.964342,1730.747,957.446383,3141.718,0.5164,18.01,0.0,-0.0698,0.0,-0.0652,0.0,-0.1212,0.0,-0.1197,0.0,-0.3707,0.0,-0.2245,0.0,-0.0936,0.0,-0.1503,0.0,-0.1711,0.0,-0.1047,0.0,-0.2889,0.0,-0.2182,0.0,-0.0932,0.0,-0.22,0.0,-0.2052,0.0,-0.0917,0.0,-0.2328,0.0,-0.149,0.0,-0.0578,0.0,-0.0962,0.0,-0.1212,0.0,-0.0846,0.0,-0.0848,0.0,-0.1526
30,Colombia,Pasto,Nariño,Andina (sur),413484,—,2527,No,1.2136,-77.2811,walk,pbf_disk_6000m,8836,11984,2.713,0.000307,80.4,966503.1,6987,1.0993,0.0297,617,8,26,12,34,232,79,205,26,3,0.000307,0.00034,0.00011,0.000453,0.3593,0.022685,0.022148,0.003037,0.027288,0.1339,0.004965,0.000717,0.013282,0.012579,2.675,1407.011805,944.6385,1306.864998,3333.8635,0.9288,52.68,2165.806835,1788.745,1573.823016,4612.676,0.7267,24.08,1460.586745,868.46,1450.39473,3743.914,0.993,55.05,536.495526,313.892,686.777664,1245.629,1.2801,87.13,1206.203879,651.914,1332.804853,3323.6175,1.105,65.71,734.909341,339.4595,1005.947257,2296.6945,1.3688,80.83,1216.199077,767.48,1231.932334,3014.3235,1.0129,63.93,2208.153986,1750.7695,1539.649945,4533.681,0.6973,18.83,0.0,-0.1666,0.0,-0.6276,0.0,-0.2818,0.0,-0.1508,0.0,-0.7718,0.0,-0.2606,0.0,-0.2073,0.0,-0.4181,0.0,-0.3451,0.0,-0.1653,0.0,-0.6388,0.0,-0.2951,0.0,-0.1534,0.0,-0.4722,0.0,-0.2639,0.0,-0.1651,0.0,-0.5467,0.0,-0.3256,0.0,-0.1618,0.0,-0.3196,0.0,-0.3098,0.0,-0.1783,0.0,-0.4861,0.0,-0.3049
31,Colombia,Villavicencio,Meta,Orinoquía / Llanos (oriente),577875,—,467,No,4.142,-73.6266,walk,pbf_disk_6000m,11799,16504,2.798,0.000237,66.9,1105914.3,9587,1.0591,0.0329,583,8,9,20,13,300,45,182,12,2,0.000237,0.000254,8.2e-05,0.000339,0.3451,0.019336,0.019645,0.002974,0.023031,0.1538,0.004414,0.000539,0.013751,0.009231,3.1151,3024.038164,2717.022,1955.338254,6178.8974,0.6466,16.7,1662.613123,1291.276,1282.940093,3669.3602,0.7716,36.19,2131.389245,1765.793,1559.165109,4551.1566,0.7315,27.27,462.660239,304.279,487.710264,1056.626,1.0541,88.92,984.502162,777.312,773.125749,1989.071,0.7853,61.14,742.155295,417.077,999.559231,1614.0674,1.3468,80.4,1920.257754,1585.562,1307.311325,3921.5802,0.6808,26.83,3264.629799,2908.737,1872.285665,6047.6028,0.5735,9.29,0.0,-0.1615,0.0,-0.7812,0.0,-0.1755,0.0,-0.1536,0.0,-0.3949,0.0,-0.1946,0.0,-0.2005,0.0,-0.2596,0.0,-0.3024,0.0,-0.1235,0.0,-0.5624,0.0,-0.1235,0.0,-0.1067,0.0,-0.3275,0.0,-0.1008,0.0,-0.1524,0.0,-0.36,0.0,-0.2187,0.0,-0.1803,0.0,-0.3452,0.0,-0.2573,0.0,-0.1277,0.0,-0.5264,0.0,-0.1313
32,Colombia,Cúcuta,Norte de Santander,"Andina (nororiente, frontera)",790984,1100000,320,No,7.8939,-72.5078,walk,pbf_disk_6000m,18565,26948,2.903,0.000156,70.5,1901484.1,15588,1.0547,0.036,1456,8,60,103,109,535,258,359,30,2,0.000156,0.000162,5.2e-05,0.000215,0.3294,0.016618,0.016507,0.002585,0.020355,0.1555,0.003268,0.000413,0.011376,0.007083,3.4805,1794.674705,1601.014,1165.920404,3465.9768,0.6497,28.8,1662.496312,1480.676,1116.196762,3238.9366,0.6714,32.51,1571.720954,1306.378,1204.305494,3411.775,0.7662,40.36,474.066821,342.393,455.151435,1026.4024,0.9601,89.45,926.550411,697.27,820.428191,1937.854,0.8855,64.76,611.623318,461.121,539.665626,1302.6674,0.8823,82.55,1550.691512,1349.906,1008.071987,3109.018,0.6501,34.13,4982.832273,4826.977,2299.149163,8442.5272,0.4614,2.5,0.0,-0.1554,0.0,-0.1216,0.0,-0.1804,0.0,-0.1567,0.0,-0.4851,0.0,-0.2094,0.0,-0.192,0.0,-0.3874,0.0,-0.2954,0.0,-0.1463,0.0,-0.5825,0.0,-0.2064,0.0,-0.1633,0.0,-0.4839,0.0,-0.1781,0.0,-0.1516,0.0,-0.4956,0.0,-0.2264,0.0,-0.1508,0.0,-0.4881,0.0,-0.218,0.0,-0.1296,0.0,-0.6057,0.0,-0.164
33,Colombia,Ibagué,Tolima,Andina (centro),544132,—,1285,No,4.4389,-75.2322,walk,pbf_disk_6000m,8914,12262,2.751,0.000309,72.4,889245.6,7152,1.125,0.0351,732,8,33,21,51,102,109,397,17,2,0.000309,0.000337,0.000109,0.000449,0.3517,0.019842,0.019337,0.003333,0.02464,0.168,0.005709,0.000673,0.017032,0.01352,2.9835,1198.757411,905.3655,1138.80861,2349.7843,0.95,54.69,1390.287189,1073.9575,1195.068715,2831.124,0.8596,45.71,887.480178,602.944,996.739283,1729.1373,1.1231,71.56,614.46965,426.0125,817.340288,1105.5838,1.3302,87.68,694.107655,469.4365,913.5318,1309.8874,1.3161,83.69,449.325772,232.894,830.717125,851.376,1.8488,91.89,1065.03522,848.5195,1000.483251,1791.1328,0.9394,60.72,2383.746588,2304.433,1260.401576,3653.521,0.5287,12.4,0.0,-0.1038,0.0,-0.4494,0.0,-0.1766,0.0,-0.1614,0.0,-0.6457,0.0,-0.29,0.0,-0.19,0.0,-0.2795,0.0,-0.2707,0.0,-0.1821,0.0,-0.4747,0.0,-0.2762,0.0,-0.1632,0.0,-0.6801,0.0,-0.2879,0.0,-0.1691,0.0,-0.2029,0.0,-0.23,0.0,-0.1651,0.0,-0.3446,0.0,-0.2982,0.0,-0.1326,0.0,-0.1655,0.0,-0.2271
34,Colombia,Armenia,Quindío,Andina (Eje Cafetero),309474,—,1483,No,4.5339,-75.6811,walk,pbf_disk_6000m,12571,16822,2.676,0.000213,62.8,1058360.7,9888,1.1049,0.0431,2449,8,28,54,117,148,177,1898,23,4,0.000213,0.000239,7.6e-05,0.000318,0.3593,0.014934,0.01437,0.002744,0.019166,0.1837,0.005425,0.000477,0.016708,0.012583,3.0796,1141.406921,859.906,1113.641721,2195.276,0.9757,61.16,1608.749339,1284.841,1364.993118,3175.471,0.8485,40.93,944.01791,545.466,1123.120639,2177.072,1.1897,71.04,565.792587,386.776,721.17669,1084.625,1.2746,88.66,731.088223,431.036,1012.161789,1482.801,1.3845,81.74,283.859148,90.607,806.102887,465.041,2.8398,94.8,1354.111272,1049.588,1158.293915,2631.806,0.8554,47.39,2226.311241,2069.032,1280.930699,3614.279,0.5754,13.48,0.0,-0.1309,0.0,-0.2071,0.0,-0.1623,0.0,-0.1383,0.0,-0.4927,0.0,-0.1492,0.0,-0.1988,0.0,-0.3491,0.0,-0.2423,0.0,-0.1791,0.0,-0.4866,0.0,-0.2034,0.0,-0.1775,0.0,-0.4233,0.0,-0.196,0.0,-0.1767,0.0,-0.3562,0.0,-0.2114,0.0,-0.1806,0.0,-0.1922,0.0,-0.2664,0.0,-0.1586,0.0,-0.564,0.0,-0.1877
35,Colombia,Soacha,Cundinamarca,Andina (Sabana de Bogotá),842579,—,2565,No,4.579,-74.216,walk,pbf_disk_6000m,22710,32514,2.863,0.000126,55.5,1805348.4,18981,1.0655,0.0268,1150,8,11,7,33,196,354,520,26,3,0.000126,0.000132,4.1e-05,0.000176,0.3276,0.017624,0.017607,0.002934,0.021597,0.1665,0.002528,0.000281,0.009311,0.004654,3.6836,1693.503044,1505.5425,1137.403629,3075.5999,0.6716,28.45,1973.089835,1741.1865,1220.596305,3402.8625,0.6186,20.67,1223.552917,883.52,1047.780542,2857.9062,0.8563,56.22,477.667368,380.766,480.356181,827.194,1.0056,93.91,440.297929,351.9295,448.338178,831.5048,1.0183,94.69,327.021448,234.091,386.182569,644.8359,1.1809,96.41,955.94611,810.9265,784.573181,1564.935,0.8207,65.57,2565.637435,2301.622,1468.78548,4664.4981,0.5725,12.19,0.0,-0.0499,0.0,-0.2843,0.0,-0.0762,0.0,-0.0856,0.0,-0.4982,0.0,-0.0944,0.0,-0.1355,0.0,0.1048,0.0,-0.2171,0.0,-0.1096,0.0,-0.0887,0.0,-0.1704,0.0,-0.0446,0.0,-0.2081,0.0,-0.0763,0.0,-0.111,0.0,-0.039,0.0,-0.1911,0.0,-0.0972,0.0,0.1009,0.0,-0.2269,0.0,-0.0886,0.0,-0.1387,0.0,-0.1649
36,Colombia,Soledad,Atlántico,Caribe (metro Barranquilla),681835,—,4,No,10.917,-74.766,walk,pbf_disk_6000m,18866,29026,3.077,0.000163,57.7,1676686.0,17089,1.0366,0.0224,724,8,34,12,13,148,280,216,18,3,0.000163,0.000159,4.4e-05,0.000212,0.267,0.016542,0.016574,0.002772,0.020147,0.1676,0.003248,0.000443,0.011707,0.006129,3.6039,934.586277,775.987,703.231389,1635.2025,0.7525,65.12,1611.182769,1472.431,1008.861651,2697.413,0.6262,27.66,2001.166309,1683.7345,1312.38964,3898.7475,0.6558,26.21,500.488039,425.438,408.280698,884.7005,0.8158,93.19,556.942792,417.461,649.605464,914.6725,1.1664,91.66,482.537521,360.409,569.753944,870.3235,1.1807,93.38,1391.7187,1321.637,756.240206,2389.969,0.5434,35.48,2647.327002,2347.7575,1469.689031,4613.537,0.5552,7.5,0.0,-0.0697,0.0,-0.6747,0.0,-0.0803,0.0,-0.1161,0.0,-0.4973,0.0,-0.1018,0.0,-0.1123,1.1e-05,-0.032,0.0,-0.1361,0.0,-0.0903,0.0,-0.068,0.0,-0.0477,0.0,-0.1097,0.0,-0.1426,0.0,-0.1364,0.0,-0.1553,0.0,-0.2336,0.0,-0.1395,0.0,-0.0776,0.0,-0.1958,0.0,-0.1204,0.0,-0.074,0.0,0.0826,0.0,-0.0905
37,Colombia,Bello,Antioquia,Andina (Valle de Aburrá),566456,—,1450,No,6.338,-75.556,walk,pbf_disk_6000m,13905,19511,2.806,0.000202,64.2,1255576.8,11305,1.1003,0.031,1055,8,24,17,77,344,142,426,21,4,0.000202,0.000216,7e-05,0.000288,0.3466,0.017673,0.017625,0.003484,0.022254,0.1971,0.004177,0.000544,0.011479,0.010707,2.7483,1229.921006,929.016,1199.529516,2231.3956,0.9753,53.59,1546.383283,1148.388,1354.960249,3048.227,0.8762,44.57,1010.609867,621.266,1228.670826,2296.7172,1.2158,68.47,431.365762,257.906,663.043531,854.946,1.5371,92.05,733.690484,496.217,898.40427,1473.7416,1.2245,81.52,636.47453,297.271,1041.901426,1520.5466,1.637,83.62,1302.367239,1060.924,1171.76181,2279.391,0.8997,47.04,3813.200407,3634.812,2203.526828,6679.294,0.5779,10.28,0.0,-0.1164,0.0,-0.2219,0.0,-0.1311,0.0,-0.1213,0.0,-0.241,0.0,-0.1872,0.0,-0.2009,0.0,-0.1872,0.0,-0.3409,0.0,-0.1546,0.315749,-0.0085,0.0,-0.2566,0.0,-0.1663,0.0,-0.2454,0.0,-0.2533,0.0,-0.1408,0.261374,0.0095,0.0,-0.2118,0.0,-0.1572,0.0,-0.2242,0.0,-0.2533,0.0,-0.1969,0.0,-0.244,0.0,-0.2442
38,Colombia,Neiva,Huila,Andina (valle del Magdalena),396442,—,442,No,2.927,-75.281,walk,pbf_disk_6000m,10324,15466,2.996,0.00029,67.4,1044133.4,9017,1.0512,0.0303,399,8,5,7,13,60,30,273,10,1,0.00029,0.000291,8.7e-05,0.000387,0.2984,0.020062,0.019859,0.003408,0.02507,0.1699,0.004878,0.000623,0.015804,0.009876,3.2398,2216.540415,1805.6275,1404.626119,4444.9295,0.6337,17.15,2735.52923,2544.4415,1528.991299,4820.0387,0.5589,13.17,1955.683721,1717.6345,1229.74714,3612.7015,0.6288,23.01,802.822837,603.78,787.446883,1518.2628,0.9808,75.7,1514.566871,1152.223,1234.210083,3230.0479,0.8149,43.66,506.929467,279.2245,736.211897,1100.8954,1.4523,88.11,1695.901422,1419.68,1260.717227,3103.4048,0.7434,32.75,3685.042993,3733.5535,1569.552531,5568.582,0.4259,4.4,0.0,-0.1591,0.0,-0.8294,0.0,-0.1837,0.0,-0.1463,0.0,-0.5138,0.0,-0.1558,0.0,-0.1462,0.0,-0.238,0.0,-0.2007,0.0,-0.1522,0.0,-0.5451,0.0,-0.1832,0.0,-0.1337,0.0,-0.6903,0.0,-0.1889,0.0,-0.139,0.0,-0.5098,0.0,-0.1892,0.0,-0.1405,0.0,-0.2873,0.0,-0.278,0.0,-0.1466,0.0,-0.1855,0.0,-0.2098
39,Colombia,Palmira,Valle del Cauca,Andina (valle del Cauca),378446,—,1001,No,3.539,-76.303,walk,pbf_disk_6000m,7157,10937,3.056,0.000427,79.9,874703.7,6496,1.0431,0.0304,324,8,5,9,21,48,44,185,10,2,0.000427,0.000419,0.000114,0.000559,0.2659,0.025633,0.025406,0.002227,0.028708,0.0869,0.005354,0.001117,0.012558,0.014962,2.3457,2010.34557,1795.403,1431.281112,2950.776,0.712,17.47,2018.961808,1786.871,1437.036834,3454.4252,0.7118,23.0,1712.783444,1426.282,1429.386539,3182.1778,0.8345,34.57,925.66049,650.765,1125.501859,1591.299,1.2159,73.9,910.793976,631.599,1091.924323,1553.7174,1.1989,74.12,629.440097,329.902,1042.158499,1170.297,1.6557,87.48,1410.458879,1017.678,1322.02797,2927.9938,0.9373,48.81,2756.334235,2543.613,1548.216614,4022.238,0.5617,6.65,0.0,-0.1479,0.0,-0.4734,0.0,-0.265,0.0,-0.1418,0.0,-0.4503,0.0,-0.2262,0.0,-0.1596,0.0,-0.3186,0.0,-0.2205,0.0,-0.1419,0.0,-0.2824,0.0,-0.2349,0.0,-0.1314,0.0,-0.3868,0.0,-0.2308,0.0,-0.1441,0.0,-0.3832,0.0,-0.2237,0.974404,-0.0004,0.0,0.064,0.0,-0.1722,0.0,-0.1184,0.0,-0.2015,0.0,-0.2134
40,Colombia,Popayán,Cauca,Andina (suroccidente),348444,—,1738,No,2.444,-76.614,walk,pbf_disk_6000m,8162,10970,2.688,0.000329,76.0,834990.2,6398,1.1056,0.0317,576,8,8,27,65,266,100,91,16,3,0.000329,0.000368,0.000119,0.00049,0.3616,0.020311,0.020242,0.002628,0.023982,0.1294,0.006017,0.000756,0.016232,0.015319,2.6979,1672.527741,1436.62,1162.716641,3080.3879,0.6952,32.01,1450.437904,1044.3335,1239.630672,2915.1037,0.8547,48.17,1089.508238,699.716,1135.816505,2491.2449,1.0425,62.37,561.280006,325.897,763.742403,1212.004,1.3607,87.0,818.353448,485.833,924.451376,1808.5934,1.1296,74.43,843.362959,511.037,994.262978,1980.247,1.1789,76.84,1542.359377,986.893,1503.80875,3979.0311,0.975,50.6,2912.227526,2724.2555,1484.243333,4835.087,0.5097,7.78,0.0,-0.1304,0.0,-0.6865,0.0,-0.192,0.0,-0.1845,0.0,-0.6607,0.0,-0.2575,0.0,-0.2531,0.0,-0.5518,0.0,-0.3485,0.0,-0.2237,0.0,-0.6866,0.0,-0.3138,0.0,-0.1751,0.0,-0.6406,0.0,-0.2698,0.0,-0.2289,0.0,-0.5867,0.0,-0.2958,0.0,-0.2072,0.0,-0.5354,0.0,-0.3108,0.0,-0.2135,0.0,-0.6295,0.0,-0.3421
41,Colombia,Buenaventura,Valle del Cauca,Pacífico,324130,—,7,Sí,3.883,-77.031,walk,pbf_disk_6000m,4685,6452,2.754,0.000588,70.9,457885.8,3645,1.049,0.033,67,8,5,1,9,19,13,14,5,1,0.000588,0.00064,0.00022,0.000854,0.375,0.018434,0.019077,0.003482,0.022595,0.1889,0.011856,0.001234,0.0358,0.025056,3.0195,2931.336885,2769.062,1909.838818,5468.7772,0.6515,20.94,3544.182845,2852.107,2278.435297,7636.5014,0.6429,6.87,3117.228842,2965.893,1966.641524,5718.8912,0.6309,16.31,1171.146273,953.147,762.3837,2345.327,0.651,52.61,1650.341694,1476.755,1197.566756,3177.1222,0.7256,38.12,1364.183486,1249.373,803.732786,2542.0076,0.5892,38.83,6229.759822,7209.751,3421.609599,10021.7644,0.5492,14.09,7576.302687,8727.955,3692.717209,11535.9632,0.4874,6.83,0.177011,-0.0197,0.004504,0.0415,0.000319,-0.0526,0.0,-0.1376,0.0,-0.8863,0.0,-0.0758,0.0,-0.077,0.696108,-0.0057,0.0,-0.1263,0.01048,-0.0374,0.0,-0.133,1e-06,-0.071,0.005675,-0.0404,0.0,-0.078,2e-06,-0.0691,0.0,-0.0956,0.0,-0.2227,0.0,-0.1346,0.0,-0.0957,0.003288,-0.0429,0.0,-0.1145,0.193462,-0.019,0.006928,0.0394,0.001098,-0.0477
42,Colombia,Sincelejo,Sucre,Caribe (interior),314233,—,213,No,9.305,-75.397,walk,pbf_disk_6000m,7131,10560,2.962,0.000415,69.4,734009.5,6154,1.0472,0.0311,417,7,9,20,2,182,16,182,6,0,0.000415,0.000421,0.000128,0.000561,0.3081,0.022297,0.02197,0.00358,0.027331,0.1606,0.006321,0.001163,0.013992,0.018163,2.2136,1286.401077,1094.77,889.526612,2371.368,0.6915,45.7,1636.307139,1410.647,1124.688704,3037.904,0.6873,31.66,2363.039009,2196.917,1172.321983,3796.329,0.4961,8.4,408.318107,303.914,463.440022,758.658,1.135,95.05,1437.978758,1129.326,1111.093309,2949.564,0.7727,44.01,698.545192,390.752,878.518316,1707.549,1.2576,79.82,1652.679945,1570.169,1010.337078,2743.632,0.6113,27.29,,,,,,,,,,,,,0.0,-0.1952,0.0,-0.7602,0.0,-0.222,0.0,-0.2063,0.0,-0.3778,0.0,-0.2297,0.0,-0.2162,0.0,-0.85,0.0,-0.1916,0.0,-0.1542,0.0,-0.5109,0.0,-0.1121,0.0,-0.154,0.0,-0.6351,0.0,-0.1631,0.0,-0.1626,0.0,-0.4876,0.0,-0.2327,0.0,-0.188,0.0,-0.689,0.0,-0.11
43,Colombia,Riohacha,La Guajira,Caribe,226715,—,3,Sí,11.544,-72.907,walk,pbf_disk_6000m,4804,7415,3.087,0.000643,79.5,589851.3,4176,1.0262,0.026,538,8,29,39,23,221,108,112,4,2,0.000643,0.000625,0.000198,0.000833,0.3073,0.026232,0.026251,0.003715,0.030955,0.1416,0.007913,0.002075,0.014513,0.022974,1.8342,1690.998134,1429.3925,1276.156072,3633.1838,0.7547,37.74,2330.612345,2129.9005,1552.974288,4659.2068,0.6663,20.86,1610.409028,1238.696,1340.009991,3383.8752,0.8321,41.9,377.050513,291.86,399.959661,736.6306,1.0608,95.77,881.933694,542.493,964.510144,1959.7412,1.0936,68.26,788.896908,522.7235,819.66284,1673.8315,1.039,73.77,2282.504137,2042.396,1457.726675,4452.3983,0.6387,20.75,2252.993363,1942.8565,1403.815313,4105.6779,0.6231,18.96,0.0,-0.1682,0.0,-0.3862,0.0,-0.2655,0.0,-0.1533,0.0,-0.4055,0.0,-0.2415,0.0,-0.2092,0.0,-0.3287,0.0,-0.2558,0.0,-0.1622,0.0,-0.4938,0.0,-0.2829,0.0,-0.1357,0.0,-0.3503,0.0,-0.2022,0.0,-0.1835,0.0,-0.4717,0.0,-0.2866,0.0,-0.1672,0.0,-0.3411,0.0,-0.2857,0.0,-0.1795,0.0,-0.5715,0.0,-0.2535
44,Colombia,Floridablanca,Santander,Andina (metro Bucaramanga),300000,—,925,No,7.065,-73.086,walk,pbf_disk_6000m,10671,14468,2.712,0.000254,80.1,1163571.6,8545,1.1555,0.045,679,8,9,24,22,297,51,262,11,3,0.000254,0.000281,8.9e-05,0.000375,0.3498,0.023767,0.023369,0.004666,0.03021,0.1963,0.004009,0.000566,0.011269,0.010173,2.8108,2027.407838,1545.953,1656.263286,4323.485,0.8169,27.46,2527.079232,1845.03,2377.501318,5941.216,0.9408,25.42,2193.14817,1277.25,2516.141387,5907.811,1.1473,38.56,702.724698,299.221,1131.847968,1678.526,1.6107,83.87,1239.975448,773.863,1440.064642,2876.501,1.1614,61.29,759.835969,358.235,1207.082176,1814.602,1.5886,82.34,1920.365428,1255.288,2019.516325,4678.668,1.0516,37.06,2807.771004,2419.612,1920.512121,5168.612,0.684,9.31,0.0,-0.1304,0.0,-0.4426,0.0,-0.1194,0.0,-0.1114,0.0,-0.6129,0.0,-0.2127,0.0,-0.2044,0.0,-0.304,0.0,-0.3123,0.0,-0.1205,0.0,-0.4748,0.0,-0.1906,0.0,-0.1279,0.0,-0.5947,0.0,-0.1792,0.0,-0.1546,0.0,-0.5395,0.0,-0.256,0.0,-0.1758,0.0,-0.395,0.0,-0.301,0.0,-0.1503,0.0,-0.5042,0.0,-0.208
45,Colombia,Itagüí,Antioquia,Andina (Valle de Aburrá),285000,—,1550,No,6.172,-75.611,walk,pbf_disk_6000m,20838,28474,2.733,0.000131,59.8,1705989.8,16144,1.1022,0.0346,1034,8,18,32,101,347,241,268,21,6,0.000131,0.000144,5e-05,0.000192,0.3788,0.016221,0.016254,0.003393,0.020741,0.2092,0.003061,0.000307,0.010984,0.006268,3.5889,1757.983411,1260.23,1420.136787,3996.1562,0.8078,38.14,1708.506002,1547.9045,1109.670907,3090.5944,0.6495,28.99,865.578522,645.318,792.840123,1804.1571,0.916,70.39,464.857525,359.293,429.20816,894.0153,0.9233,92.91,658.47475,486.142,619.449014,1378.0573,0.9407,80.93,630.936415,478.6825,587.514765,1301.7096,0.9312,83.0,1570.519228,1398.126,1035.620389,2912.2115,0.6594,33.65,2728.107733,2544.7495,1524.32278,4959.4098,0.5587,11.5,0.0,-0.1074,0.0,-0.338,0.0,-0.1422,0.0,-0.0976,0.0,-0.3733,0.0,-0.1479,0.0,-0.1933,0.0,-0.1897,0.0,-0.3242,0.0,-0.1521,0.0,-0.2802,0.0,-0.3169,0.0,-0.1551,0.0,-0.6566,0.0,-0.2828,0.0,-0.1507,0.0,-0.2306,0.0,-0.2879,0.0,-0.1454,0.0,-0.3361,0.0,-0.3018,0.0,-0.1459,0.0,-0.2342,0.0,-0.2413
46,Colombia,Tumaco,Nariño,Pacífico,263000,—,2,Sí,1.797,-78.814,walk,pbf_disk_6000m,1040,1390,2.673,0.002573,71.0,98864.2,784,1.0285,0.0191,64,6,4,0,0,44,4,8,3,1,0.002573,0.002887,0.000996,0.00385,0.3872,0.032643,0.031634,0.005212,0.040215,0.1597,0.029278,0.004931,0.077657,0.060525,2.6524,2930.948489,3320.422,1811.8664,5034.2908,0.6182,25.48,,,,,,,,,,,,,352.749157,336.511,236.3738,643.2945,0.6701,99.71,1147.534189,1121.913,648.932369,2022.3158,0.5655,44.04,1111.145677,1058.925,693.328839,1975.7328,0.624,47.31,1588.30826,1370.332,991.047611,2972.8288,0.624,35.96,3538.379437,4031.782,1966.027328,5745.6508,0.5556,19.9,0.033482,-0.0659,1e-06,0.1497,0.004685,-0.0876,,,,,,,0.0,-0.1637,0.0,0.2969,0.0,-0.2563,,,,,,,0.012426,-0.0775,1.1e-05,0.1359,0.003665,-0.09,7.7e-05,-0.1222,0.015956,-0.0747,3e-06,-0.1444,2e-06,-0.1462,0.01729,0.0738,0.0,-0.1792,0.001459,-0.0986,0.816917,-0.0072,0.000221,-0.1143
