id,pais,ciudad,estado_departamento,region_geografica,poblacion,poblacion_metro,altitud_m,costero,lat,lon,network_type,metodo_red,n_nodos,n_aristas,grado_promedio,densidad_red,long_prom_arista_m,long_total_calles_m,n_intersecciones,circuity_avg,clustering_prom,n_pois_total,servicios_con_datos,n_pois_hospital,n_pois_clinica,n_pois_farmacia,n_pois_escuela,n_pois_mercado,n_pois_parque,n_pois_policia,n_pois_bomberos,degree_c_mean,degree_c_median,degree_c_std,degree_c_p90,degree_c_cv,closeness_c_mean,closeness_c_median,closeness_c_std,closeness_c_p90,closeness_c_cv,betweenness_c_mean,betweenness_c_median,betweenness_c_std,betweenness_c_p90,betweenness_c_cv,dist_hospital_mean,dist_hospital_median,dist_hospital_std,dist_hospital_p90,dist_hospital_cv,pct_acceso_hospital,dist_clinica_mean,dist_clinica_median,dist_clinica_std,dist_clinica_p90,dist_clinica_cv,pct_acceso_clinica,dist_farmacia_mean,dist_farmacia_median,dist_farmacia_std,dist_farmacia_p90,dist_farmacia_cv,pct_acceso_farmacia,dist_escuela_mean,dist_escuela_median,dist_escuela_std,dist_escuela_p90,dist_escuela_cv,pct_acceso_escuela,dist_mercado_mean,dist_mercado_median,dist_mercado_std,dist_mercado_p90,dist_mercado_cv,pct_acceso_mercado,dist_parque_mean,dist_parque_median,dist_parque_std,dist_parque_p90,dist_parque_cv,pct_acceso_parque,dist_policia_mean,dist_policia_median,dist_policia_std,dist_policia_p90,dist_policia_cv,pct_acceso_policia,dist_bomberos_mean,dist_bomberos_median,dist_bomberos_std,dist_bomberos_p90,dist_bomberos_cv,pct_acceso_bomberos,corr_bomberos_betweenness_c_p,corr_bomberos_betweenness_c_rho,corr_bomberos_closeness_c_p,corr_bomberos_closeness_c_rho,corr_bomberos_degree_c_p,corr_bomberos_degree_c_rho,corr_clinica_betweenness_c_p,corr_clinica_betweenness_c_rho,corr_clinica_closeness_c_p,corr_clinica_closeness_c_rho,corr_clinica_degree_c_p,corr_clinica_degree_c_rho,corr_escuela_betweenness_c_p,corr_escuela_betweenness_c_rho,corr_escuela_closeness_c_p,corr_escuela_closeness_c_rho,corr_escuela_degree_c_p,corr_escuela_degree_c_rho,corr_farmacia_betweenness_c_p,corr_farmacia_betweenness_c_rho,corr_farmacia_closeness_c_p,corr_farmacia_closeness_c_rho,corr_farmacia_degree_c_p,corr_farmacia_degree_c_rho,corr_hospital_betweenness_c_p,corr_hospital_betweenness_c_rho,corr_hospital_closeness_c_p,corr_hospital_closeness_c_rho,corr_hospital_degree_c_p,corr_hospital_degree_c_rho,corr_mercado_betweenness_c_p,corr_mercado_betweenness_c_rho,corr_mercado_closeness_c_p,corr_mercado_closeness_c_rho,corr_mercado_degree_c_p,corr_mercado_degree_c_rho,corr_parque_betweenness_c_p,corr_parque_betweenness_c_rho,corr_parque_closeness_c_p,corr_parque_closeness_c_rho,corr_parque_degree_c_p,corr_parque_degree_c_rho,corr_policia_betweenness_c_p,corr_policia_betweenness_c_rho,corr_policia_closeness_c_p,corr_policia_closeness_c_rho,corr_policia_degree_c_p,corr_policia_degree_c_rho
11,México,Puebla,Puebla,Centro-Oriente,1692181,3199530,2135,No,19.0414,-98.2063,walk,pbf_disk_6000m,29134,41561,2.853,9.8e-05,65.1,2709572.6,24162,1.048,0.0366,1306,8,31,29,118,291,227,605,4,1,9.8e-05,0.000103,3.3e-05,0.000137,0.3402,0.01615,0.016007,0.002333,0.019546,0.1445,0.002137,0.000208,0.008031,0.003818,3.7586,1729.998156,1491.9495,1065.78723,3282.5815,0.6161,29.07,1925.90946,1796.1175,1171.104097,3485.9614,0.6081,25.76,1011.364301,885.9275,682.95201,1909.3745,0.6753,55.9,630.317576,555.647,436.195267,1155.9668,0.692,84.24,706.957294,594.8805,523.495235,1440.4894,0.7405,76.81,658.354552,497.113,583.588342,1443.4808,0.8864,80.8,4095.474792,4147.001,1736.350644,6378.8461,0.424,4.98,7138.241762,7286.702,2836.646018,10706.327,0.3974,1.05,0.002294,-0.0179,0.0,-0.3066,0.574775,-0.0033,0.0,-0.0967,0.0,-0.3714,0.0,-0.1675,0.0,-0.1536,0.0,-0.3505,0.0,-0.2081,0.0,-0.1181,0.0,-0.5404,0.0,-0.1816,0.0,-0.0901,0.0,-0.5502,0.0,-0.118,0.0,-0.1406,0.0,-0.5494,0.0,-0.1791,0.0,-0.1436,0.0,-0.4035,0.0,-0.2229,0.0,-0.1155,0.0,-0.6898,0.0,-0.2225
12,México,Veracruz,Veracruz,Golfo (Oriente),434270,939046,10,Sí,19.1738,-96.1342,walk,pbf_disk_6000m,15899,24642,3.1,0.000195,67.8,1673633.4,14297,1.0357,0.0329,979,8,32,16,86,351,229,252,9,4,0.000195,0.000189,5.5e-05,0.000252,0.2808,0.016934,0.017135,0.00213,0.019715,0.1258,0.003714,0.000518,0.011736,0.008684,3.1596,1288.859684,1188.075,752.644591,2257.7544,0.584,39.67,2095.06624,1784.308,1378.375779,4107.4738,0.6579,22.65,757.666634,629.975,597.093191,1403.6582,0.7881,74.19,405.220377,314.175,439.269724,760.8952,1.084,94.94,440.38454,370.491,422.307457,790.4854,0.959,95.89,592.766451,477.628,547.800907,1155.1512,0.9241,85.45,2486.33075,2303.965,1338.08115,4334.8014,0.5382,12.68,3090.689438,3160.867,1340.334712,4830.9952,0.4337,6.49,0.0,-0.1179,0.0,-0.2651,0.0,-0.1572,0.0,-0.0787,0.107958,-0.0127,0.0,-0.0855,0.0,-0.1425,0.0,-0.1748,0.0,-0.1705,0.0,-0.1502,0.0,-0.2283,0.0,-0.1576,0.0,-0.0611,0.027689,0.0175,0.0,-0.1095,0.0,-0.1749,0.0,-0.3039,0.0,-0.1591,0.0,-0.0766,0.083444,-0.0137,0.0,-0.0524,0.0,-0.0793,0.0,-0.3426,0.0,-0.0958
13,México,Oaxaca de Juárez,Oaxaca,Sur,270955,671748,1555,No,17.0732,-96.7266,walk,pbf_disk_6000m,18813,25739,2.736,0.000145,74.7,1925797.4,15084,1.0521,0.0269,2016,8,48,804,77,718,245,121,2,1,0.000145,0.000159,5.1e-05,0.000213,0.3485,0.016874,0.016697,0.002501,0.020431,0.1482,0.003167,0.000368,0.010426,0.006721,3.2917,1783.375292,1593.392,1190.860985,3396.7504,0.6678,33.63,534.537545,394.983,538.807414,1113.9862,1.008,87.07,1410.804242,1181.663,1034.766423,2872.043,0.7335,42.67,376.231955,273.469,419.770096,760.8478,1.1157,94.04,829.770183,634.443,724.762038,1809.27,0.8734,70.77,1131.263976,880.503,881.485919,2412.2492,0.7792,55.87,4125.576544,4185.812,1704.343718,6253.548,0.4131,3.25,4504.305545,4511.81,1668.149461,6621.1914,0.3703,1.45,0.0,-0.1161,0.0,-0.8385,0.0,-0.1716,0.0,-0.1583,0.0,-0.5261,0.0,-0.236,0.0,-0.1881,0.0,-0.4446,0.0,-0.2776,0.0,-0.1188,0.0,-0.7182,0.0,-0.1767,0.0,-0.0917,0.0,-0.6446,0.0,-0.1331,0.0,-0.1323,0.0,-0.6541,0.0,-0.2178,0.0,-0.0989,0.0,-0.5387,0.0,-0.1497,0.0,-0.1024,0.0,-0.8632,0.0,-0.1637
14,México,Tuxtla Gutiérrez,Chiapas,Sur,604147,807257,522,No,16.7516,-93.1161,walk,pbf_disk_6000m,16909,25076,2.966,0.000175,71.7,1801877.3,14397,1.0444,0.034,393,8,14,10,46,84,108,125,5,1,0.000175,0.000177,5.7e-05,0.000237,0.3222,0.017662,0.017905,0.0031,0.021572,0.1755,0.003404,0.000494,0.011257,0.007096,3.3066,2179.444892,1975.16,1256.403879,3944.1418,0.5765,16.72,2768.805552,2401.574,1738.794768,4979.2036,0.628,10.49,1756.249814,1404.88,1377.069448,3570.2748,0.7841,35.93,1126.582204,939.021,761.543444,2204.1796,0.676,52.96,1056.492718,748.047,930.322305,2386.132,0.8806,61.46,764.452009,629.74,548.568437,1506.7804,0.7176,74.75,5260.74286,5239.766,2965.5054,9502.886,0.5637,6.04,4721.271442,4724.578,2044.088433,7532.8144,0.433,2.82,0.0,-0.1163,0.0,-0.5784,0.0,-0.0467,0.0,-0.0944,0.0,-0.5665,0.0,-0.0421,0.0,-0.1427,0.0,-0.3959,0.0,-0.1673,0.0,-0.1489,0.0,-0.4998,0.0,-0.0825,0.0,-0.1306,0.0,-0.61,0.0,-0.1369,0.0,-0.1575,0.0,-0.4522,0.0,-0.1217,0.0,-0.1513,0.0,-0.4199,0.0,-0.1896,0.0,-0.0541,0.0,-0.3836,0.0,-0.08
15,México,Mérida,Yucatán,Sureste (Península),995129,1316090,9,No,20.9674,-89.5926,walk,pbf_disk_6000m,23031,35854,3.114,0.000135,66.8,2398589.9,21140,1.0371,0.0308,878,8,29,24,99,133,241,341,9,2,0.000135,0.00013,3.6e-05,0.000174,0.2629,0.016169,0.016176,0.002268,0.019171,0.1402,0.002698,0.000352,0.008669,0.005799,3.213,1733.545128,1568.555,1028.823698,3131.756,0.5935,27.92,2038.419874,1742.727,1384.380902,4237.354,0.6791,27.38,1073.235364,825.666,917.536933,2336.619,0.8549,59.99,793.060378,649.662,632.618899,1530.205,0.7977,76.63,603.358328,472.41,506.037845,1211.011,0.8387,84.43,435.978216,395.133,288.936369,827.042,0.6627,95.55,2542.632146,2268.528,1470.051249,4459.901,0.5782,13.93,4988.59113,5025.006,2172.592165,7929.459,0.4355,3.85,0.0,-0.0805,0.0,-0.5069,0.0,-0.0534,0.0,-0.0455,0.0,-0.4659,0.0,-0.1019,0.0,-0.0534,0.0,-0.3222,0.0,-0.1112,0.0,-0.0679,0.0,-0.3252,0.0,-0.122,0.038188,-0.0137,0.0,-0.3285,0.0,-0.0691,0.0,-0.0808,0.0,-0.3097,0.0,-0.0977,0.724518,-0.0023,0.0,-0.1338,0.0,-0.0852,0.013597,-0.0163,0.0,-0.4287,3.4e-05,-0.0273
16,México,Valle de Bravo,Estado de México,Centro (Pueblo Mágico),61590,—,1830,No,19.1953,-100.1306,walk,pbf_disk_6000m,2623,3012,2.297,0.000876,149.5,452252.3,1700,1.1994,0.0234,117,8,7,4,8,28,31,32,6,1,0.000876,0.001144,0.00038,0.001144,0.4334,0.024157,0.024119,0.003682,0.02911,0.1524,0.015803,0.001576,0.033521,0.049387,2.1212,4151.173512,4284.662,3030.318533,7907.15,0.73,22.84,4643.799056,4908.926,3243.819135,8471.483,0.6985,19.75,3535.486515,3029.032,2755.53294,7693.8976,0.7794,22.84,2439.27705,1871.904,2328.116781,5817.8758,0.9544,33.97,2734.798937,1699.324,2786.645372,7425.553,1.019,35.61,2245.807355,1589.117,1968.529203,5357.7838,0.8765,30.73,2963.525562,2239.636,2531.781319,6832.9138,0.8543,23.22,5572.268947,5799.596,3405.025612,9599.7652,0.6111,4.42,0.0,-0.1011,0.0,-0.8138,0.0,-0.1049,0.0,-0.1055,0.0,-0.7893,0.0,-0.1103,0.0,-0.1023,0.0,-0.7455,0.0,-0.1478,0.0,-0.1015,0.0,-0.7167,0.0,-0.1358,0.0,-0.1121,0.0,-0.7931,0.0,-0.1189,0.0,-0.1179,0.0,-0.773,0.0,-0.1542,0.0,-0.1152,0.0,-0.4717,0.0,-0.1321,0.0,-0.1158,0.0,-0.7052,0.0,-0.1506
17,México,León,Guanajuato,Centro-Bajío,1721215,1924771,1815,No,21.125,-101.686,walk,pbf_disk_6000m,25175,37290,2.962,0.000118,67.6,2524782.4,22147,1.0424,0.0461,381,8,22,3,27,51,86,179,7,6,0.000118,0.000119,3.5e-05,0.000159,0.2966,0.01542,0.015158,0.002591,0.019231,0.168,0.002613,0.000261,0.008547,0.005448,3.2711,1934.122773,1695.304,1203.501534,3673.422,0.6222,24.94,3865.513834,3814.178,1712.985353,6222.9294,0.4431,4.64,1633.775095,1472.94,983.789156,3040.655,0.6022,30.16,1355.922034,1234.385,802.833643,2411.3256,0.5921,38.38,921.338887,793.712,621.835538,1729.3354,0.6749,64.63,940.000775,796.108,677.163288,1878.5016,0.7204,63.34,2353.745334,2282.797,1107.847365,3773.982,0.4707,11.0,2701.783556,2596.611,1390.934985,4511.2726,0.5148,10.22,0.0,-0.1006,0.0,-0.1001,0.0,-0.1483,0.0,-0.0843,0.0,-0.7095,0.0,-0.1073,0.0,-0.1054,0.0,-0.2186,0.0,-0.1031,0.0,-0.1216,0.0,-0.5652,0.0,-0.1356,0.0,-0.1146,0.0,-0.5069,0.0,-0.1405,0.0,-0.1237,0.0,-0.4656,0.0,-0.1257,0.0,-0.1235,0.0,-0.3956,0.0,-0.1421,0.0,-0.1103,0.0,-0.3447,0.0,-0.1256
18,Colombia,Barranquilla,Atlántico,Caribe,1334509,2265000,18,Sí,10.9685,-74.7813,walk,pbf_disk_6000m,21849,34366,3.146,0.000144,59.9,2061009.8,19897,1.0307,0.027,1020,8,64,45,46,268,259,291,42,5,0.000144,0.000137,3.9e-05,0.000183,0.2676,0.01485,0.014589,0.002185,0.018054,0.1471,0.003104,0.000392,0.008773,0.007793,2.8268,876.015553,678.422,770.363071,1632.6886,0.8794,70.59,1614.398337,1344.907,1178.284969,2980.7738,0.7299,36.67,1399.713106,1225.901,977.498391,2638.6094,0.6984,41.14,449.02803,370.411,387.79996,786.9508,0.8636,95.3,487.584897,405.778,424.293305,863.7452,0.8702,93.87,464.327741,334.742,668.103761,790.0152,1.4389,94.11,1050.797993,875.079,693.380288,2104.3062,0.6599,57.06,2117.787012,2035.985,1114.383949,3323.9132,0.5262,14.03,0.0,-0.0393,0.0,-0.1503,0.0,-0.0413,0.0,-0.1228,0.0,-0.306,0.0,-0.1701,0.0,-0.0961,0.0,-0.2098,0.0,-0.1272,0.0,-0.0757,0.0,-0.0465,0.0,-0.1311,0.0,-0.1057,0.0,-0.1617,0.0,-0.1178,0.0,-0.1055,0.0,-0.0676,0.0,-0.1228,0.09742,-0.0112,0.0,-0.1064,0.0,-0.0857,0.0,-0.117,0.0,-0.4071,0.0,-0.1361
19,Colombia,Cartagena,Bolívar,Caribe,1010408,—,2,Sí,10.391,-75.4794,walk,pbf_disk_6000m,18549,27308,2.944,0.000159,58.6,1602131.0,16134,1.0413,0.0267,1232,8,22,36,121,311,321,401,19,1,0.000159,0.000162,4.7e-05,0.000216,0.2957,0.016945,0.016715,0.00216,0.020027,0.1275,0.00318,0.000398,0.010495,0.00636,3.3007,1859.221901,1455.912,1416.096738,3740.8742,0.7617,35.99,1698.745351,1216.974,1397.754339,3712.392,0.8228,40.87,1046.27779,698.985,1008.100948,2478.1676,0.9635,61.61,428.031706,287.284,506.483749,940.9096,1.1833,90.91,794.799231,499.889,859.094224,2037.4562,1.0809,73.85,737.434742,476.863,814.944901,1787.044,1.1051,75.98,1528.315185,1136.606,1200.766239,3153.6638,0.7857,43.98,3424.513523,3311.445,1605.556415,5618.2402,0.4688,5.36,0.0,-0.1088,0.0,-0.792,0.0,-0.0791,0.0,-0.1068,0.0,-0.6462,0.0,-0.1617,0.0,-0.1485,0.0,-0.3959,0.0,-0.2101,0.0,-0.1307,0.0,-0.644,0.0,-0.1712,0.0,-0.1076,0.0,-0.6277,0.0,-0.16,0.0,-0.1345,0.0,-0.4963,0.0,-0.1425,0.0,-0.1217,0.0,-0.5535,0.0,-0.148,0.0,-0.1028,0.0,-0.4075,0.0,-0.1505
20,Colombia,Santa Marta,Magdalena,Caribe,561281,—,6,Sí,11.2408,-74.199,walk,pbf_disk_6000m,9653,14037,2.908,0.000301,68.2,958869.7,8193,1.0642,0.0342,536,8,4,14,31,307,93,76,10,1,0.000301,0.000311,9.6e-05,0.000414,0.319,0.020432,0.020845,0.003233,0.024081,0.1582,0.005118,0.000713,0.015131,0.011991,2.9563,2773.775439,2441.473,1765.906608,5674.9048,0.6366,15.5,2182.742457,1784.165,1516.992307,4549.0612,0.695,25.81,1112.249867,936.079,793.001178,2141.893,0.713,53.31,397.637992,268.761,448.813295,816.2084,1.1287,93.29,819.701714,648.324,696.823063,1670.6782,0.8501,71.73,720.59148,530.741,647.876427,1530.8956,0.8991,77.2,1682.725561,1630.151,915.098834,2858.0718,0.5438,27.44,4713.192083,4735.695,2223.421563,7953.3928,0.4717,3.68,0.0,-0.1036,0.0,-0.3464,0.0,-0.1607,0.0,-0.1165,0.0,-0.4915,0.0,-0.1417,0.0,-0.1903,0.0,-0.1937,0.0,-0.3021,0.0,-0.1184,0.0,-0.3078,0.0,-0.1707,0.0,-0.0988,0.0,-0.3391,0.0,-0.1513,0.0,-0.1418,0.0,-0.1299,0.0,-0.1691,0.0,-0.1392,0.0,-0.2577,0.0,-0.2296,0.0,-0.1012,0.0,-0.1661,0.0,-0.1028
21,Colombia,Montería,Córdoba,Caribe (interior),527456,—,18,No,8.7479,-75.8814,walk,pbf_disk_6000m,9850,15013,3.048,0.00031,67.5,1013953.8,8710,1.035,0.0267,1834,8,5,32,28,148,1422,180,16,3,0.00031,0.000305,9e-05,0.000406,0.2896,0.018294,0.017943,0.002902,0.022666,0.1587,0.005589,0.000887,0.01321,0.015235,2.3637,2188.570948,1965.121,1283.263636,3895.6988,0.5863,19.65,1951.112745,1875.615,1236.916356,3474.5099,0.634,27.2,1092.145396,888.36,842.06833,2184.0424,0.771,56.72,568.766907,371.2935,631.236349,1181.9563,1.1098,87.01,277.598333,119.661,500.273303,588.5176,1.8021,94.23,630.749852,435.9575,695.06632,1281.0744,1.102,86.1,1514.236981,1145.3895,1207.995028,3214.7811,0.7978,41.46,2737.135916,2652.363,1297.302942,4711.9218,0.474,7.09,0.0,-0.1892,0.0,-0.729,0.0,-0.1241,0.0,-0.163,0.0,-0.6663,0.0,-0.0861,0.0,-0.1727,0.0,-0.361,0.0,-0.2252,0.0,-0.1518,0.0,-0.3717,0.0,-0.137,0.0,-0.1721,0.0,-0.5387,0.0,-0.105,0.0,-0.1665,3.6e-05,-0.0416,0.0,-0.3693,0.0,-0.1174,0.0,-0.2426,0.0,-0.151,0.0,-0.1301,0.0,-0.0927,0.0,-0.1119
22,Colombia,Valledupar,Cesar,Caribe (interior),567593,—,168,No,10.4631,-73.2532,walk,pbf_disk_6000m,8360,13209,3.16,0.000378,80.0,1057047.2,7593,1.0429,0.0293,174,8,10,8,14,45,22,71,3,1,0.000378,0.000359,0.000102,0.000479,0.2699,0.022445,0.022815,0.002734,0.025892,0.1218,0.005297,0.001137,0.013356,0.013259,2.5214,1388.197232,1272.079,856.669478,2214.6528,0.6171,31.4,3018.3189,3051.348,1549.907252,4887.9489,0.5135,10.89,1644.439163,1395.8505,1178.38079,3241.9705,0.7166,36.12,944.658364,780.837,782.860747,1794.9628,0.8287,64.99,1202.506074,1005.99,891.954676,2340.4557,0.7417,49.58,823.311868,653.816,766.00088,1609.5772,0.9304,73.86,2837.55306,2685.612,1418.052257,4815.4778,0.4997,8.72,3115.205792,3062.519,1415.016934,4782.1289,0.4542,5.8,0.0,-0.2092,0.0,-0.6359,0.0,-0.2106,0.0,-0.1943,0.0,-0.4661,0.0,-0.1958,0.0,-0.1326,0.299093,-0.0114,0.0,-0.1178,0.0,-0.1428,0.0,-0.1461,0.0,-0.1136,0.0,-0.1647,0.0,-0.1811,0.0,-0.2029,0.0,-0.17,0.0,-0.1336,0.0,-0.1597,0.0,-0.0941,0.666378,-0.0047,0.0,-0.0799,0.0,-0.0924,0.0,0.1416,0.055174,-0.021
23,Colombia,Bucaramanga,Santander,Andina (nororiente),615463,1150000,959,No,7.1193,-73.1227,walk,pbf_disk_6000m,16190,23758,2.935,0.000181,61.5,1465443.9,13747,1.1037,0.04,1060,8,13,39,53,415,117,391,29,3,0.000181,0.000185,5.8e-05,0.000247,0.3221,0.017277,0.017448,0.002896,0.02097,0.1676,0.003623,0.000457,0.01081,0.008485,2.9839,1698.334242,1305.286,1441.12386,3297.4665,0.8486,35.05,1767.687759,1307.4835,1543.263835,3794.6696,0.873,37.15,1300.882961,896.071,1409.793526,2558.0446,1.0837,54.63,434.986073,239.2815,665.699488,876.8078,1.5304,91.29,845.887878,529.5385,954.121044,1910.7909,1.128,71.98,479.302043,264.7295,796.03559,1003.8934,1.6608,89.96,1196.649941,857.485,1207.265535,2344.7206,1.0089,57.49,2313.897497,2008.5515,1497.205194,4029.6416,0.647,13.24,0.0,-0.1747,0.0,-0.4517,0.0,-0.3068,0.0,-0.1373,0.0,-0.633,0.0,-0.2923,0.0,-0.1892,0.0,-0.2479,0.0,-0.3073,0.0,-0.1382,0.0,-0.4976,0.0,-0.2864,0.0,-0.1173,0.0,-0.5245,0.0,-0.2342,0.0,-0.1705,0.0,-0.5779,0.0,-0.3577,0.0,-0.1425,0.0,-0.3573,0.0,-0.2679,0.0,-0.1583,0.0,-0.4658,0.0,-0.2824
24,Colombia,Medellín,Antioquia,Andina (noroccidente),2524747,4055296,1495,No,6.2442,-75.5812,walk,pbf_disk_6000m,38337,56069,2.925,7.6e-05,51.4,2887532.6,32190,1.0722,0.0324,2817,8,67,135,240,784,739,807,38,7,7.6e-05,7.8e-05,2.5e-05,0.000104,0.3302,0.015355,0.015349,0.003153,0.019577,0.2053,0.001749,0.000185,0.007385,0.003068,4.2215,1060.696839,861.551,795.229736,2094.3072,0.7497,58.46,962.452271,718.892,835.753721,2087.2918,0.8684,66.64,658.750011,507.991,580.380983,1404.362,0.881,81.56,329.888316,270.317,252.514137,653.381,0.7655,98.12,438.475185,347.969,393.56969,869.794,0.8976,93.58,376.556873,289.738,343.513812,753.01,0.9122,95.26,1182.424283,1014.896,752.339873,2173.23,0.6363,48.98,2264.343307,2097.506,1171.92833,3766.447,0.5176,11.95,0.0,-0.0969,0.0,-0.4189,0.0,-0.1784,0.0,-0.1277,0.0,-0.5127,0.0,-0.2559,0.0,-0.1489,0.0,0.0506,0.0,-0.2149,0.0,-0.1153,0.0,-0.2302,0.0,-0.2215,0.0,-0.1146,0.0,-0.4206,0.0,-0.2275,0.0,-0.1209,0.000254,-0.0187,0.0,-0.1799,0.0,-0.0924,0.0,-0.2478,0.0,-0.1825,0.0,-0.122,0.0,-0.3189,0.0,-0.2268
25,Colombia,Bogotá,Bogotá D.C.,Andina (centro),7918660,10700000,2640,No,4.711,-74.0721,walk,pbf_disk_6000m,46399,68147,2.937,6.3e-05,50.5,3447687.3,39394,1.0495,0.0279,4400,8,60,172,691,488,1414,1523,47,5,6.3e-05,6.5e-05,2e-05,8.6e-05,0.3227,0.016795,0.016625,0.002678,0.020469,0.1595,0.001295,0.000132,0.007435,0.00187,5.7395,1179.360402,995.155,809.080689,2338.9152,0.686,50.28,789.541351,708.555,507.148351,1452.007,0.6423,71.39,365.005387,289.67,342.220538,741.0446,0.9376,96.2,430.601145,369.084,333.78952,807.9402,0.7752,95.49,286.828226,225.439,299.157312,581.5882,1.043,98.34,232.235607,201.607,178.011878,437.8736,0.7665,99.64,970.833025,893.176,545.107067,1665.097,0.5615,58.12,3305.513058,3105.578,1731.549653,5718.7974,0.5238,8.11,0.0,-0.0251,0.069162,0.0084,2.5e-05,-0.0196,0.0,-0.1183,0.0,-0.3413,0.0,-0.2019,0.0,-0.1218,0.029758,0.0101,0.0,-0.1819,0.0,-0.1363,0.0,-0.1558,0.0,-0.2517,0.0,-0.0817,0.0,-0.1146,0.0,-0.1617,0.0,-0.1561,0.0,-0.0895,0.0,-0.2447,0.0,-0.0278,0.273402,0.0051,0.0,-0.0875,0.0,-0.0825,0.003492,-0.0136,0.0,-0.1397
26,Colombia,Tunja,Boyacá,Andina (centro),187286,—,2820,No,5.5353,-73.3678,walk,pbf_disk_6000m,7343,9918,2.701,0.000368,85.7,852516.3,5837,1.0882,0.0373,478,8,20,6,12,67,61,302,8,2,0.000368,0.000409,0.00013,0.000545,0.3545,0.02448,0.024216,0.002601,0.028117,0.1062,0.005491,0.000833,0.014506,0.014155,2.6419,1396.038315,971.68,1362.831577,3209.1972,0.9762,51.67,1958.832206,1490.125,1600.154227,4285.9324,0.8169,30.22,1605.242696,1044.812,1501.037775,3707.1992,0.9351,48.21,914.58971,605.854,985.558346,1944.7306,1.0776,70.41,1006.552198,543.164,1272.750354,2741.5722,1.2645,76.2,658.390226,295.654,1056.353362,1735.837,1.6044,84.23,1554.370638,1263.98,1263.304547,3097.6254,0.8127,36.21,2457.97298,2078.969,1561.752364,4616.982,0.6354,9.02,0.0,-0.0957,0.0,-0.5629,0.0,-0.1079,0.0,-0.0616,0.0,-0.1997,0.0,-0.124,0.0,-0.0847,0.0,-0.0591,0.0,-0.1555,0.0,-0.0684,0.0,-0.2375,0.0,-0.1077,0.0,-0.1031,0.0,-0.2251,0.0,-0.1613,0.0,-0.1366,0.0,-0.2479,0.0,-0.2066,0.0,-0.1005,0.0,-0.0606,0.0,-0.2303,0.0,-0.1064,0.0,-0.1337,0.0,-0.1995
27,Colombia,Manizales,Caldas,Andina (Eje Cafetero),467681,—,2160,No,5.0703,-75.5138,walk,pbf_disk_6000m,9655,13392,2.774,0.000287,70.2,942735.4,7923,1.1394,0.0424,563,8,17,24,29,84,113,278,15,3,0.000287,0.000311,9.6e-05,0.000414,0.3347,0.019067,0.01897,0.003143,0.023246,0.1648,0.00549,0.000642,0.016401,0.012861,2.9874,1518.984876,1280.51,1180.521855,3137.953,0.7772,39.47,1602.696841,1097.181,1533.868395,3821.4922,0.9571,44.24,1397.281613,1057.29,1254.665912,2923.5822,0.8979,47.89,794.295117,482.936,1001.944266,1693.3984,1.2614,80.81,884.15634,470.922,1144.652177,2186.2854,1.2946,76.28,573.538229,295.134,816.072065,1434.9868,1.4229,85.4,1437.838813,974.376,1337.212984,3421.4126,0.93,51.15,2277.565216,1920.905,1601.298865,4405.8558,0.7031,19.03,0.0,-0.1604,0.0,-0.4135,0.0,-0.2141,0.0,-0.1775,0.0,-0.3884,0.0,-0.2515,0.0,-0.1657,0.0,-0.2363,0.0,-0.2594,0.0,-0.1656,0.0,-0.3144,0.0,-0.1819,0.0,-0.1421,0.0,-0.2634,0.0,-0.1514,0.0,-0.1827,0.0,-0.251,0.0,-0.2695,0.0,-0.1745,0.0,-0.2277,0.0,-0.3022,0.0,-0.1692,0.0,-0.4351,0.0,-0.29
28,Colombia,Pereira,Risaralda,Andina (Eje Cafetero),486042,709000,1411,No,4.8087,-75.6906,walk,pbf_disk_6000m,14603,19641,2.69,0.000184,68.8,1353259.3,11356,1.1021,0.038,426,8,17,32,33,85,148,92,14,5,0.000184,0.000205,6.8e-05,0.000274,0.3696,0.017212,0.016799,0.002965,0.021585,0.1723,0.004027,0.000411,0.01453,0.00925,3.6079,1674.806766,1362.727,1273.51567,3155.4922,0.7604,34.51,1670.074042,1353.386,1278.731229,3316.4282,0.7657,36.13,1453.92424,1085.428,1153.721568,3101.8804,0.7935,46.7,898.273157,660.163,821.152541,1884.758,0.9141,69.86,825.035678,577.99,825.819605,1855.2496,1.001,74.48,962.520204,607.833,1095.689856,2110.1158,1.1384,69.54,1567.033986,1313.546,1112.055894,2842.7702,0.7097,34.29,2502.726599,2198.0,1595.760116,4254.0146,0.6376,13.98,0.0,-0.115,0.0,-0.4196,0.0,-0.1836,0.0,-0.1458,0.0,-0.6881,0.0,-0.2126,0.0,-0.1432,0.0,-0.3599,0.0,-0.2339,0.0,-0.1512,0.0,-0.5757,0.0,-0.2195,0.0,-0.1422,0.0,-0.3738,0.0,-0.2113,0.0,-0.1892,0.0,-0.4484,0.0,-0.2727,0.0,-0.1576,0.0,-0.408,0.0,-0.2698,0.0,-0.1414,0.0,-0.4444,0.0,-0.2048
